Country,Product_Number,Product_Name,Product_Code,Output_MEUR,CO2_kg_total,CO2_kg_per_MEUR,CH4_kg_total,CH4_kg_per_MEUR,N2O_kg_total,N2O_kg_per_MEUR,Total_CO2e_kg_per_MEUR
CN,140,Transmission services of electricity,C_POWT,58395.3209093,6031548344.05,103288.2129960077,478664.53649,8.196967308964103,94533.0708996,1.6188466717466867,103946.72244867157
CN,141,Distribution and trade services of electricity,C_POWD,146358.241077,329801556.562,2253.385625128477,13550.9165114,0.09258731460342419,7145.7463889,0.04882366948602899,2268.9163423511704
CN,142,Coke oven gas,C_COOG,1353.19560607,22866536772.1,16898175.451891858,3790898.19845,2801.4414039221315,9334.71490212,6.898274617688288,16978443.853975363
CN,143,Blast Furnace Gas,C_MBFG,3158.69325302,53376152785.7,16898175.45108804,8848894.06088,2801.4414037892557,21789.5334914,6.898274617380846,16978443.853167746
CN,144,Oxygen Steel Furnace Gas,C_MOSG,0.0241138890072,407481.544576,16898209.34542466,67.5537825702,2801.447022918185,0.166344562118,6.898288453941723,16978477.908506665
CN,145,Gas Works Gas,C_MGWG,186.491316153,3151362985.99,16898175.4807531,522444.495436,2801.4414087108453,1286.46831484,6.898274629498372,16978443.88297382
CN,146,Biogas,C_MBIO,4167.38872941,70421265926.4,16898175.452034183,11674695.3329,2801.441403944299,28747.7918944,6.898274617753256,16978443.85411833
CN,147,Distribution services of gaseous fuels through mains,C_GASD,11154.727088,188494535432.0,16898175.450189017,31249314.3106,2801.4414036375038,76948.3707306,6.8982746169898945,16978443.85226437
CN,148,Steam and hot water supply services,C_HWAT,7791.0316341,524563401777.0,67329132.57354477,11443231.034,1468.7696792187255,19007044.999,2439.605676327824,68016753.62878977
CN,149,"Collected and purified water, distribution services of water (41)",C_WATR,26473.3871217,4096615012.93,154744.6495643937,808394.36523,30.536113928820473,61836.5955365,2.335802187012673,156218.64833395905
CN,150,Construction work (45),C_CONS,3571663.93072,78976039513.0,22111.833880484795,3882531.2735,1.0870371201798186,755376.480864,0.21149147722633752,22198.31616131481
CN,151,"Secondary construction material for treatment, Re-processing of secondary construction material into aggregates",C_CONW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CN,152,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",C_TDMO,201419.895434,1035773152.49,5142.3577112788025,2453013.21572,12.17860435501908,2373.26665818,0.011782682406156134,5486.481044056968
CN,153,Retail trade services of motor fuel,C_TDFU,11193.4550658,806863841.156,72083.53778282962,261643.379039,23.374675424249826,17248.6761016,1.5409608561614598,73146.3833215914
CN,154,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)",C_TDWH,664353.217458,2064409244.25,3107.3970743289287,5190432.31197,7.812760103473324,3130.47094623,0.004712058079899201,3327.403052617355
CN,155,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)",C_TDRT,549407.811437,8313755603.36,15132.21222977338,4987041.03574,9.077120732404909,98493.1000125,0.17927138632209652,15433.878527656074
CN,156,Hotel and restaurant services (55),C_HORE,1139857.78167,10748590112.5,9429.764208612318,10341293.6232,9.072442009431231,100014.037661,0.0877425581237599,9707.044362779188
CN,157,Railway transportation services,C_TRAI,97612.2062369,55979484589.7,573488.5702085306,3852852.37809,39.47101009825879,877422.558214,8.988861045559597,576975.8066683551
CN,158,Other land transportation services,C_TLND,330938.16039,13673550399.7,41317.5391547054,1439267.00212,4.349051195618753,215434.102493,0.6509799360675658,41611.822271240635
CN,159,Transportation services via pipelines,C_TPIP,12813.2196241,2537695034.77,198052.8789186541,987496.236078,77.06854834679085,21822.4554535,1.703120378304825,200662.12517261502
CN,160,Sea and coastal water transportation services,C_TWAS,120076.768148,111215168891.0,926200.5515831532,11563209.628,96.29847477030549,463605.340376,3.860907880236963,929920.0494649846
CN,161,Inland water transportation services,C_TWAI,8423.33194669,145246494806.0,17243354.022522584,15763211.4101,1871.374832413467,2243771.07604,266.37571571920586,17366342.08249575
CN,162,Air transport services (62),C_TAIR,149506.991311,144077678441.0,963685.2241999432,1147990.79674,7.6785091230415015,5182821.48297,34.66608108104356,973086.7339418649
CN,163,Supporting and auxiliary transport services; travel agency services (63),C_TAUX,601815.529761,7729811184.9,12844.153735896036,5800182.26998,9.63780757250222,47507.0418228,0.07893954122730358,13134.931326351334
CN,164,Post and telecommunication services (64),C_PTEL,33654.5528147,269036483.835,7994.0590896066615,578554.456946,17.19097146028019,831.593460778,0.024709686839599534,8481.954357507
