training_id,query,standard_name,major_category,top3_hit,first_choice_hit,hit_terms,result_tier,best_name,best_source,best_similarity,latency_sec
PI-0376,司筒-採購,司筒,模具與治具,True,True,1:金屬製品 | 3:金屬製品,3,"Fabricated metal products, except machinery and equipment (28)",EXIOBASE,0.77,0.09396495800000082
PI-0385,定位環,定位環,模具與治具,True,True,1:金屬製品 | 3:金屬製品,3,"Fabricated metal products, except machinery and equipment (28)",EXIOBASE,0.77,0.09046662500000124
PI-0386,定位環 pcs,定位環,模具與治具,True,True,1:金屬製品 | 3:金屬製品,3,"Fabricated metal products, except machinery and equipment (28)",EXIOBASE,0.77,0.09404487500000158
PI-0387,定位環 常用規格,定位環,模具與治具,True,True,1:金屬製品 | 3:金屬製品,3,"Fabricated metal products, except machinery and equipment (28)",EXIOBASE,0.77,0.09305229199999943
PI-0388,定位環-採購,定位環,模具與治具,True,True,1:金屬製品 | 3:金屬製品,3,"Fabricated metal products, except machinery and equipment (28)",EXIOBASE,0.77,0.0934375420000002
PI-0377,導柱導套,導柱導套,模具與治具,True,True,1:金屬製品 | 3:金屬製品,3,"Fabricated metal products, except machinery and equipment (28)",EXIOBASE,0.77,0.09048533400000025
PI-0378,導柱導套 pcs,導柱導套,模具與治具,True,True,1:金屬製品 | 3:金屬製品,3,"Fabricated metal products, except machinery and equipment (28)",EXIOBASE,0.77,0.09354204200000282
PI-0379,導柱導套 常用規格,導柱導套,模具與治具,True,True,1:金屬製品 | 3:金屬製品,3,"Fabricated metal products, except machinery and equipment (28)",EXIOBASE,0.77,0.09147924999999901
PI-0380,導柱導套-採購,導柱導套,模具與治具,True,True,1:金屬製品 | 3:金屬製品,3,"Fabricated metal products, except machinery and equipment (28)",EXIOBASE,0.77,0.09338950000000068
PI-0397,放電加工費,放電加工費,模具與治具,True,True,1:金屬製品 | 3:金屬製品,3,"Fabricated metal products, except machinery and equipment (28)",EXIOBASE,0.77,0.09449683300000089
PI-0325,丁腈橡膠NBR,丁腈橡膠NBR,橡膠原料,False,False,,3,Office machinery and computers (30),EXIOBASE,0.77,0.09344141700000108
PI-0326,丁腈橡膠NBR kg,丁腈橡膠NBR,橡膠原料,False,False,,1,烤酥油 (18 kg),Taiwan EPA,1.0,0.1112342919999989
PI-0327,丁腈橡膠NBR 常用規格,丁腈橡膠NBR,橡膠原料,False,False,,3,Office machinery and computers (30),EXIOBASE,0.77,0.09719729200000415
PI-0328,丁腈橡膠NBR-採購,丁腈橡膠NBR,橡膠原料,False,False,,3,Office machinery and computers (30),EXIOBASE,0.77,0.10101141699999516
PI-0329,三元乙丙橡膠EPDM,三元乙丙橡膠EPDM,橡膠原料,False,False,,3,Office machinery and computers (30),EXIOBASE,0.77,0.12885549999999313
PI-0330,三元乙丙橡膠EPDM kg,三元乙丙橡膠EPDM,橡膠原料,False,False,,1,烤酥油 (18 kg),Taiwan EPA,1.0,0.11912195800000092
PI-0331,三元乙丙橡膠EPDM 常用規格,三元乙丙橡膠EPDM,橡膠原料,False,False,,3,Office machinery and computers (30),EXIOBASE,0.77,0.09716016600000188
PI-0332,三元乙丙橡膠EPDM-採購,三元乙丙橡膠EPDM,橡膠原料,False,False,,3,Office machinery and computers (30),EXIOBASE,0.77,0.09809612500000497
PI-0321,天然橡膠NR,天然橡膠NR,橡膠原料,False,False,,3,Office machinery and computers (30),EXIOBASE,0.77,0.10116658299999415
PI-0322,天然橡膠NR kg,天然橡膠NR,橡膠原料,True,True,1:橡膠,1,天然橡膠(乳膠),Taiwan EPA,0.9305112600326538,0.11270083299999811
PI-0323,天然橡膠NR 常用規格,天然橡膠NR,橡膠原料,False,False,,3,Office machinery and computers (30),EXIOBASE,0.77,0.09583308300000226
PI-0324,天然橡膠NR-採購,天然橡膠NR,橡膠原料,False,False,,3,Office machinery and computers (30),EXIOBASE,0.77,0.09525200000000211
PI-0353,橡膠促進劑,橡膠促進劑,橡膠原料,False,False,,3,Office machinery and computers (30),EXIOBASE,0.77,0.09419100000000213
PI-0354,橡膠促進劑 kg,橡膠促進劑,橡膠原料,False,False,,1,烤酥油 (18 kg),Taiwan EPA,1.0,0.11237824999999901
PI-0355,橡膠促進劑 常用規格,橡膠促進劑,橡膠原料,False,False,,3,Office machinery and computers (30),EXIOBASE,0.77,0.09693187500000278
PI-0356,橡膠促進劑-採購,橡膠促進劑,橡膠原料,False,False,,3,Office machinery and computers (30),EXIOBASE,0.77,0.0954971249999943
PI-0337,氟橡膠FKM,氟橡膠FKM,橡膠原料,False,False,,3,Office machinery and computers (30),EXIOBASE,0.77,0.09601083300000113
PI-0145,PU氣管,PU氣管,氣油壓元件,True,True,1:machinery,2,Oil and Gas Field Machinery and Equipment Manufacturing,EPA Supply Chain v1.3.0,0.8139077425003052,0.09631508300000036
PI-0146,PU氣管 pcs,PU氣管,氣油壓元件,False,False,,2,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing",EPA Supply Chain v1.3.0,0.78180992603302,0.09914887499999736
PI-0147,PU氣管 常用規格,PU氣管,氣油壓元件,False,False,,2,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing",EPA Supply Chain v1.3.0,0.7672553062438965,0.0995259590000046
PI-0148,PU氣管-採購,PU氣管,氣油壓元件,True,False,2:machinery,2,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing",EPA Supply Chain v1.3.0,0.7997260689735413,0.09949399999999997
PI-0141,快速接頭,快速接頭,氣油壓元件,True,True,1:machinery,2,Oil and Gas Field Machinery and Equipment Manufacturing,EPA Supply Chain v1.3.0,0.8146078586578369,0.09571029100000317
PI-0142,快速接頭 pcs,快速接頭,氣油壓元件,False,False,,2,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing",EPA Supply Chain v1.3.0,0.7684351205825806,0.09857995800000197
PI-0143,快速接頭 常用規格,快速接頭,氣油壓元件,True,False,3:machinery,2,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing",EPA Supply Chain v1.3.0,0.7765392065048218,0.09854670800000065
PI-0144,快速接頭-採購,快速接頭,氣油壓元件,True,True,1:machinery,2,Oil and Gas Field Machinery and Equipment Manufacturing,EPA Supply Chain v1.3.0,0.8039474487304688,0.09885687500000273
PI-0121,標準氣缸,標準氣缸,氣油壓元件,True,True,1:machinery,2,Oil and Gas Field Machinery and Equipment Manufacturing,EPA Supply Chain v1.3.0,0.8295888900756836,0.09604941699999614
PI-0122,標準氣缸 pcs,標準氣缸,氣油壓元件,False,False,,2,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing",EPA Supply Chain v1.3.0,0.8070334196090698,0.09870687499999775
PI-0123,標準氣缸 常用規格,標準氣缸,氣油壓元件,False,False,,2,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing",EPA Supply Chain v1.3.0,0.7856845855712891,0.09839237500000309
PI-0124,標準氣缸-採購,標準氣缸,氣油壓元件,True,False,2:machinery,2,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing",EPA Supply Chain v1.3.0,0.8255724906921387,0.09841429200000107
PI-0153,油壓泵,油壓泵,氣油壓元件,True,True,1:machinery,2,Oil and Gas Field Machinery and Equipment Manufacturing,EPA Supply Chain v1.3.0,0.8287855386734009,0.09541387499999843
PI-0154,油壓泵 pcs,油壓泵,氣油壓元件,False,False,,2,Fluid Power Pump and Motor Manufacturing,EPA Supply Chain v1.3.0,0.8128275871276855,0.13691937499999796
PI-0155,油壓泵 常用規格,油壓泵,氣油壓元件,True,False,3:machinery,2,Fluid Power Pump and Motor Manufacturing,EPA Supply Chain v1.3.0,0.808458685874939,0.09843279100000046
PI-0156,油壓泵-採購,油壓泵,氣油壓元件,True,False,3:machinery,2,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing",EPA Supply Chain v1.3.0,0.8278956413269043,0.09754075000000029
PI-0149,油壓缸,油壓缸,氣油壓元件,True,True,1:machinery,2,Oil and Gas Field Machinery and Equipment Manufacturing,EPA Supply Chain v1.3.0,0.8338775634765625,0.0943392920000008
PI-0581,塑膠棧板,塑膠棧板,物流批發,False,False,,2,Plastics Materials and Basic Forms and Shapes Merchant Wholesalers,EPA Supply Chain v1.3.0,0.7915700674057007,0.0917433330000037
PI-0582,塑膠棧板 pcs,塑膠棧板,物流批發,True,False,2:packaging,2,Plastics Materials and Basic Forms and Shapes Merchant Wholesalers,EPA Supply Chain v1.3.0,0.7882324457168579,0.09469979100000359
PI-0583,塑膠棧板 常用規格,塑膠棧板,物流批發,False,False,,2,Plastics: average plastic rigid,Defra UK 2025,0.7847834825515747,0.09432524999999714
PI-0584,塑膠棧板-採購,塑膠棧板,物流批發,False,False,,2,Plastics Materials and Basic Forms and Shapes Merchant Wholesalers,EPA Supply Chain v1.3.0,0.7892576456069946,0.09511970900000222
PI-0593,封箱膠帶,封箱膠帶,物流批發,False,False,,2,Men's and Boys' Clothing and Furnishings Merchant Wholesalers,EPA Supply Chain v1.3.0,0.7779651880264282,0.08546208300000302
PI-0594,封箱膠帶 pcs,封箱膠帶,物流批發,True,False,2:equipment | 3:equipment,2,Toy and Hobby Goods and Supplies Merchant Wholesalers,EPA Supply Chain v1.3.0,0.7628685235977173,0.08827937499999905
PI-0595,封箱膠帶 常用規格,封箱膠帶,物流批發,False,False,,2,Women's Clothing Stores,EPA Supply Chain v1.3.0,0.7353651523590088,0.08679891700000297
PI-0596,封箱膠帶-採購,封箱膠帶,物流批發,False,False,,2,Toy and Hobby Goods and Supplies Merchant Wholesalers,EPA Supply Chain v1.3.0,0.7556712627410889,0.08728145799999965
PI-0585,條碼標籤紙,條碼標籤紙,物流批發,False,False,,2,Printing and Writing Paper Merchant Wholesalers,EPA Supply Chain v1.3.0,0.771909773349762,0.08635987499999942
PI-0586,條碼標籤紙 pcs,條碼標籤紙,物流批發,False,False,,2,Printing and Writing Paper Merchant Wholesalers,EPA Supply Chain v1.3.0,0.7518050670623779,0.08943720799999966
PI-0587,條碼標籤紙 常用規格,條碼標籤紙,物流批發,True,False,2:packaging,2,Printing and Writing Paper Merchant Wholesalers,EPA Supply Chain v1.3.0,0.7252480387687683,0.08898279199999592
PI-0588,條碼標籤紙-採購,條碼標籤紙,物流批發,False,False,,2,Printing and Writing Paper Merchant Wholesalers,EPA Supply Chain v1.3.0,0.7529877424240112,0.08926824999999639
PI-0589,熱轉印碳帶,熱轉印碳帶,物流批發,True,False,3:equipment,2,Carbon and Graphite Product Manufacturing,EPA Supply Chain v1.3.0,0.8345376253128052,0.08698124999999379
PI-0590,熱轉印碳帶 pcs,熱轉印碳帶,物流批發,False,False,,2,"PC (Polycarbonate) waste combustion, clean tech, without heat recovery",FootprintCalc,0.8235659599304199,0.09093216699999829
PI-0591,熱轉印碳帶 常用規格,熱轉印碳帶,物流批發,True,True,1:equipment | 2:equipment,2,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,EPA Supply Chain v1.3.0,0.8068894147872925,0.09019841700000342
PI-0592,熱轉印碳帶-採購,熱轉印碳帶,物流批發,False,False,,2,Carbon and Graphite Product Manufacturing,EPA Supply Chain v1.3.0,0.8105911016464233,0.09064495799999861
PI-0577,物流周轉箱,物流周轉箱,物流批發,True,True,1:freight | 2:freight | 3:equipment,2,"Specialized Freight (except Used Goods) Trucking, Local",EPA Supply Chain v1.3.0,0.8122857809066772,0.08914366699999476
PI-0101,V型皮帶,V型皮帶,軸承傳動,True,False,3:components,2,Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing,EPA Supply Chain v1.3.0,0.7591032981872559,0.09456400000000542
PI-0102,V型皮帶 pcs,V型皮帶,軸承傳動,True,False,2:machinery,2,"PCB of washing machine (including componenets, excluding ICs)",Idemat,0.7689958810806274,0.0969184169999977
PI-0103,V型皮帶 常用規格,V型皮帶,軸承傳動,True,False,2:components,2,Rubber Product Manufacturing for Mechanical Use,EPA Supply Chain v1.3.0,0.726477324962616,0.09789425000000307
PI-0104,V型皮帶-採購,V型皮帶,軸承傳動,False,False,,2,Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing,EPA Supply Chain v1.3.0,0.7589448690414429,0.09798241699999721
PI-0097,同步皮帶,同步皮帶,軸承傳動,False,False,,2,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing",EPA Supply Chain v1.3.0,0.7101521492004395,0.08647012499999818
PI-0098,同步皮帶 pcs,同步皮帶,軸承傳動,False,False,,2,"PCB of washing machine (including componenets, excluding ICs)",Idemat,0.7139818668365479,0.08468641700000035
PI-0099,同步皮帶 常用規格,同步皮帶,軸承傳動,True,True,1:machinery | 2:machinery,3,Machinery and equipment n.e.c. (29),EXIOBASE,0.789979875087738,0.0942000419999971
PI-0100,同步皮帶-採購,同步皮帶,軸承傳動,False,False,,2,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing",EPA Supply Chain v1.3.0,0.712199866771698,0.09549216700000329
PI-0093,圓錐滾子軸承,圓錐滾子軸承,軸承傳動,False,False,,2,Rolled Steel Shape Manufacturing,EPA Supply Chain v1.3.0,0.7310647964477539,0.10150891699999676
PI-0094,圓錐滾子軸承 pcs,圓錐滾子軸承,軸承傳動,False,False,,2,Rolled Steel Shape Manufacturing,EPA Supply Chain v1.3.0,0.7183064222335815,0.10684383400000286
PI-0095,圓錐滾子軸承 常用規格,圓錐滾子軸承,軸承傳動,False,False,,2,Rolled Steel Shape Manufacturing,EPA Supply Chain v1.3.0,0.7006989121437073,0.09703383300000468
PI-0096,圓錐滾子軸承-採購,圓錐滾子軸承,軸承傳動,False,False,,2,Rolled Steel Shape Manufacturing,EPA Supply Chain v1.3.0,0.7359153032302856,0.10807291700000121
PI-0081,深溝滾珠軸承,深溝滾珠軸承,軸承傳動,True,False,3:machinery,2,Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing,EPA Supply Chain v1.3.0,0.7739918231964111,0.09952512499999955
PI-0082,深溝滾珠軸承 pcs,深溝滾珠軸承,軸承傳動,True,False,3:machinery,2,"PCB of washing machine (including componenets, excluding ICs)",Idemat,0.7581502199172974,0.10283512499999858
PI-0083,深溝滾珠軸承 常用規格,深溝滾珠軸承,軸承傳動,True,True,1:machinery | 2:machinery | 3:machinery,3,Machinery and equipment n.e.c. (29),EXIOBASE,0.7660114169120789,0.10910016700000114
PI-0084,深溝滾珠軸承-採購,深溝滾珠軸承,軸承傳動,True,False,3:machinery,2,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing,EPA Supply Chain v1.3.0,0.7502509355545044,0.10464070800000513
PI-0105,滾子鏈條,滾子鏈條,軸承傳動,True,False,2:components,2,Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing,EPA Supply Chain v1.3.0,0.7792387008666992,0.10167616599999718
PI-0013,SUS304不鏽鋼板,SUS304不鏽鋼板,金屬原料,True,True,1:steel | 2:steel | 3:steel,2,"Steel beams, pipes, sheet (from trade mix 44% recycled)",Idemat,0.8153676986694336,0.08732129099999497
PI-0014,SUS304不鏽鋼板 kg,SUS304不鏽鋼板,金屬原料,False,False,,1,烤酥油 (18 kg),Taiwan EPA,1.0,0.10204854199999858
PI-0015,SUS304不鏽鋼板 常用規格,SUS304不鏽鋼板,金屬原料,True,True,1:steel | 2:steel | 3:steel,2,Metal: steel cans,Defra UK 2025,0.7818231582641602,0.09163558299999863
PI-0016,SUS304不鏽鋼板-採購,SUS304不鏽鋼板,金屬原料,True,True,1:steel | 2:steel | 3:steel,2,"Steel beams, pipes, sheet (from trade mix 44% recycled)",Idemat,0.8112339973449707,0.09049387499999995
PI-0017,SUS316不鏽鋼板,SUS316不鏽鋼板,金屬原料,True,False,2:steel | 3:steel,2,GS-X40CrNiSi 25 12,Idemat,0.806460976600647,0.08688879200000343
PI-0018,SUS316不鏽鋼板 kg,SUS316不鏽鋼板,金屬原料,False,False,,1,烤酥油 (18 kg),Taiwan EPA,1.0,0.10115362499999492
PI-0019,SUS316不鏽鋼板 常用規格,SUS316不鏽鋼板,金屬原料,True,True,1:steel | 2:steel | 3:steel,2,Metal: steel cans,Defra UK 2025,0.7682846784591675,0.09117374999999583
PI-0020,SUS316不鏽鋼板-採購,SUS316不鏽鋼板,金屬原料,True,True,1:steel | 3:steel,2,"Steel beams, pipes, sheet (from trade mix 44% recycled)",Idemat,0.8004016876220703,0.09081058299999967
PI-0033,不鏽鋼圓棒,不鏽鋼圓棒,金屬原料,True,True,1:steel | 2:steel | 3:steel,2,"Steel beams, pipes, sheet (from trade mix 44% recycled)",Idemat,0.8356579542160034,0.08658191600000009
PI-0034,不鏽鋼圓棒 kg,不鏽鋼圓棒,金屬原料,False,False,,1,烤酥油 (18 kg),Taiwan EPA,1.0,0.09968825000000692
PI-0035,不鏽鋼圓棒 常用規格,不鏽鋼圓棒,金屬原料,True,True,1:steel | 2:steel | 3:steel,2,"Steel beams, pipes, sheet (from trade mix 44% recycled)",Idemat,0.8077813386917114,0.08907074999999764
PI-0036,不鏽鋼圓棒-採購,不鏽鋼圓棒,金屬原料,True,True,1:steel | 2:steel | 3:steel,2,"Steel beams, pipes, sheet (from trade mix 44% recycled)",Idemat,0.8182517290115356,0.08917675000000003
PI-0001,冷軋鋼板,冷軋鋼板,金屬原料,True,True,1:鋼 | 2:鋼 | 3:鋼,1,不鏽鋼冷軋鋼捲,Taiwan EPA,1.0,0.09204304100000371
PI-0002,冷軋鋼板 kg,冷軋鋼板,金屬原料,True,True,1:鋼 | 2:鋼 | 3:鋼,1,不鏽鋼冷軋鋼捲,Taiwan EPA,1.0,0.1116886670000028
PI-0003,冷軋鋼板 常用規格,冷軋鋼板,金屬原料,True,True,1:鋼 | 2:鋼 | 3:鋼,1,不鏽鋼冷軋鋼捲,Taiwan EPA,1.0,0.09384520799999763
PI-0004,冷軋鋼板-採購,冷軋鋼板,金屬原料,True,True,1:鋼 | 2:鋼 | 3:鋼,1,不鏽鋼冷軋鋼捲,Taiwan EPA,1.0,0.09442549999999983
PI-0029,圓鋼棒,圓鋼棒,金屬原料,True,True,1:steel | 2:steel | 3:steel,2,"Steel beams, pipes, sheet (from trade mix 44% recycled)",Idemat,0.8408883213996887,0.08551887499999822
PI-0493,功率電感,功率電感,電子材料,False,False,,2,"Electricity Low Voltage, domestic use General",Idemat,0.8211244940757751,0.08643329200000238
PI-0494,功率電感 pcs,功率電感,電子材料,False,False,,2,PC (Polycarbonate) co-firing in electrical power plant,Idemat,0.7993259429931641,0.12855574999999675
PI-0495,功率電感 常用規格,功率電感,電子材料,False,False,,2,"Electricity Low Voltage, domestic use General",Idemat,0.8317679762840271,0.08991874999999538
PI-0496,功率電感-採購,功率電感,電子材料,False,False,,2,"Electricity Low Voltage, domestic use General",Idemat,0.8225419521331787,0.08987570899999753
PI-0501,印刷電路板PCB,印刷電路板PCB,電子材料,True,True,1:electronic | 2:printed,2,PCB = Printed Circuit Board (empty),Idemat,0.8399347066879272,0.0863834170000004
PI-0502,印刷電路板PCB pcs,印刷電路板PCB,電子材料,True,True,1:electronic | 2:printed,2,PCB = Printed Circuit Board (empty),Idemat,0.844467282295227,0.0901252919999962
PI-0503,印刷電路板PCB 常用規格,印刷電路板PCB,電子材料,True,True,1:electronic | 2:printed,2,PCB = Printed Circuit Board (empty),Idemat,0.8272973299026489,0.09053466700000001
PI-0504,印刷電路板PCB-採購,印刷電路板PCB,電子材料,True,True,1:electronic | 2:printed,2,PCB = Printed Circuit Board (empty),Idemat,0.8217883110046387,0.09029800000000421
PI-0481,晶片電阻,晶片電阻,電子材料,True,True,1:晶片電阻,1,晶片電阻,Taiwan EPA,1.0,0.08146316699999545
PI-0482,晶片電阻 pcs,晶片電阻,電子材料,True,True,1:晶片電阻,1,晶片電阻,Taiwan EPA,1.0,0.08395058299999647
PI-0483,晶片電阻 常用規格,晶片電阻,電子材料,True,True,1:晶片電阻,1,晶片電阻,Taiwan EPA,1.0,0.08276966600000435
PI-0484,晶片電阻-採購,晶片電阻,電子材料,True,True,1:晶片電阻,1,晶片電阻,Taiwan EPA,1.0,0.0829086669999981
PI-0497,板對板連接器,板對板連接器,電子材料,True,True,1:electronic | 2:board | 3:electronic,2,PCB = Printed Circuit Board (empty),Idemat,0.7531594038009644,0.08562662500000329
PI-0498,板對板連接器 pcs,板對板連接器,電子材料,True,True,1:electronic | 2:printed | 3:electronic,2,PCB = Printed Circuit Board (empty),Idemat,0.7750601172447205,0.08855766700000345
PI-0499,板對板連接器 常用規格,板對板連接器,電子材料,True,True,1:electronic,2,PCB = Printed Circuit Board (empty),Idemat,0.7239258885383606,0.0831424170000048
PI-0500,板對板連接器-採購,板對板連接器,電子材料,True,True,1:board | 2:electronic | 3:board,2,"Corrugated board box making,  (excl the paper)",Idemat,0.7233436703681946,0.08815979199999902
PI-0485,積層陶瓷電容,積層陶瓷電容,電子材料,True,True,1:積層陶瓷電容,1,積層陶瓷電容,Taiwan EPA,1.0,0.08291574999999796
PI-0161,三相感應馬達,三相感應馬達,電機電控,False,False,,3,Office machinery and computers (30),EXIOBASE,0.77,0.0885647500000033
PI-0162,三相感應馬達 pcs,三相感應馬達,電機電控,False,False,,3,Office machinery and computers (30),EXIOBASE,0.77,0.09347420900000003
PI-0163,三相感應馬達 常用規格,三相感應馬達,電機電控,False,False,,3,Office machinery and computers (30),EXIOBASE,0.77,0.09245824999999996
PI-0164,三相感應馬達-採購,三相感應馬達,電機電控,False,False,,3,Office machinery and computers (30),EXIOBASE,0.77,0.09298404100000113
PI-0165,伺服馬達,伺服馬達,電機電控,False,False,,3,Office machinery and computers (30),EXIOBASE,0.77,0.09189533299999653
PI-0166,伺服馬達 pcs,伺服馬達,電機電控,False,False,,3,Office machinery and computers (30),EXIOBASE,0.77,0.09518083300000058
PI-0167,伺服馬達 常用規格,伺服馬達,電機電控,False,False,,3,Office machinery and computers (30),EXIOBASE,0.77,0.09410349999999568
PI-0168,伺服馬達-採購,伺服馬達,電機電控,False,False,,3,Office machinery and computers (30),EXIOBASE,0.77,0.09486316699999975
PI-0181,光電感測器,光電感測器,電機電控,False,False,,3,Office machinery and computers (30),EXIOBASE,0.77,0.09019199999999472
PI-0182,光電感測器 pcs,光電感測器,電機電控,False,False,,3,Office machinery and computers (30),EXIOBASE,0.77,0.09231929199999911
PI-0183,光電感測器 常用規格,光電感測器,電機電控,False,False,,3,Office machinery and computers (30),EXIOBASE,0.77,0.0924612499999995
PI-0184,光電感測器-採購,光電感測器,電機電控,False,False,,3,Office machinery and computers (30),EXIOBASE,0.77,0.09233762499999898
PI-0177,可程式控制器PLC,可程式控制器PLC,電機電控,False,False,,3,Office machinery and computers (30),EXIOBASE,0.77,0.08977804200000605
PI-0178,可程式控制器PLC pcs,可程式控制器PLC,電機電控,False,False,,3,Office machinery and computers (30),EXIOBASE,0.77,0.09238466699999748
PI-0179,可程式控制器PLC 常用規格,可程式控制器PLC,電機電控,False,False,,3,Office machinery and computers (30),EXIOBASE,0.77,0.08891395799999913
PI-0180,可程式控制器PLC-採購,可程式控制器PLC,電機電控,False,False,,3,Office machinery and computers (30),EXIOBASE,0.77,0.09229383299999938
