standard_id,query,expected_tier_name,expected_factor_name,expected_scope3_category,top3_hit,first_choice_hit,hit_terms,result_tier,best_name,best_source,best_similarity,latency_sec
RB-00197,PET 瓶裝水 (500ml) Recyclable PET / rPET 25%,係數對照表,塑膠原料-聚乙烯對苯二甲酸酯,Category 1 (Purchased Goods),False,False,,1,聚對苯二甲酸乙二酯(PET),Taiwan EPA,1.0,0.10409100000000393
RB-00198,PET 瓶裝水 (500ml) Recyclable PET / rPET 25%,係數對照表,塑膠原料-聚乙烯對苯二甲酸酯,Category 1 (Purchased Goods),False,False,,1,聚對苯二甲酸乙二酯(PET),Taiwan EPA,1.0,0.10314595900000256
RB-00199,瓦楞紙外箱 AB-Flute / Double Wall,係數對照表,紙製品-瓦楞紙箱,Category 1 (Purchased Goods),False,False,,1,單層瓦楞紙箱(加權平均),Taiwan EPA,0.9500000000000001,0.11769345799999797
RB-00200,有機蔬菜組 (契作) Mixed Leafy / GAP Cert.,Tier 1 - 台灣本地,有機三星蔥,Category 1 (Purchased Goods),False,False,,2,"Mixed vegetables for soups, frozen, raw",AGRIBALYSE,0.8051493167877197,0.1060643340000027
RB-00201,有機蔬菜組 (契作) Mixed Leafy / GAP Cert.,Tier 1 - 台灣本地,有機三星蔥,Category 1 (Purchased Goods),False,False,,2,"Mixed vegetables for soups, frozen, raw",AGRIBALYSE,0.8051493167877197,0.1048720000000003
RB-00202,有機蔬菜組 (契作) Mixed Leafy / GAP Cert.,Tier 1 - 台灣本地,有機三星蔥,Category 1 (Purchased Goods),False,False,,2,"Mixed vegetables for soups, frozen, raw",AGRIBALYSE,0.8051493167877197,0.10706150000000036
RB-00203,瓦楞紙外箱 AB-Flute / Double Wall,係數對照表,紙製品-瓦楞紙箱,Category 1 (Purchased Goods),False,False,,1,單層瓦楞紙箱(加權平均),Taiwan EPA,0.9500000000000001,0.1143367909999995
RB-00204,瓦楞紙外箱 AB-Flute / Double Wall,係數對照表,紙製品-瓦楞紙箱,Category 1 (Purchased Goods),False,False,,1,單層瓦楞紙箱(加權平均),Taiwan EPA,0.9500000000000001,0.11556083400000006
RB-00205,PET 瓶裝水 (500ml) Recyclable PET / rPET 25%,係數對照表,塑膠原料-聚乙烯對苯二甲酸酯,Category 1 (Purchased Goods),False,False,,1,聚對苯二甲酸乙二酯(PET),Taiwan EPA,1.0,0.10160870800000055
RB-00206,瓦楞紙外箱 AB-Flute / Double Wall,係數對照表,紙製品-瓦楞紙箱,Category 1 (Purchased Goods),False,False,,1,單層瓦楞紙箱(加權平均),Taiwan EPA,0.9500000000000001,0.11839545800000195
RB-00207,澳洲進口牛肉 (板腱) Chilled / Grade A,係數對照表,農畜產品-去骨生鮮牛肉,Category 1 (Purchased Goods),False,False,,3,Electrical machinery and apparatus n.e.c. (31),EXIOBASE,0.82,0.10374995899999817
RB-00208,有機蔬菜組 (契作) Mixed Leafy / GAP Cert.,Tier 1 - 台灣本地,有機三星蔥,Category 1 (Purchased Goods),False,False,,2,"Mixed vegetables for soups, frozen, raw",AGRIBALYSE,0.8051493167877197,0.10682429099999524
RB-00209,有機蔬菜組 (契作) Mixed Leafy / GAP Cert.,Tier 1 - 台灣本地,有機三星蔥,Category 1 (Purchased Goods),False,False,,2,"Mixed vegetables for soups, frozen, raw",AGRIBALYSE,0.8051493167877197,0.10356429100000497
RB-00210,有機蔬菜組 (契作) Mixed Leafy / GAP Cert.,Tier 1 - 台灣本地,有機三星蔥,Category 1 (Purchased Goods),False,False,,2,"Mixed vegetables for soups, frozen, raw",AGRIBALYSE,0.8051493167877197,0.10416762500000232
RB-00211,瓦楞紙外箱 AB-Flute / Double Wall,係數對照表,紙製品-瓦楞紙箱,Category 1 (Purchased Goods),False,False,,1,單層瓦楞紙箱(加權平均),Taiwan EPA,0.9500000000000001,0.11596354200000292
RB-00212,澳洲進口牛肉 (板腱) Chilled / Grade A,係數對照表,農畜產品-去骨生鮮牛肉,Category 1 (Purchased Goods),False,False,,3,Electrical machinery and apparatus n.e.c. (31),EXIOBASE,0.82,0.13971133300000105
RB-00213,品名 規格/等級,Tier 3 - EEIO 模型,Fish products,代碼,True,True,1:fish products | 3:products,3,Fish products,EXIOBASE,0.7374338507652283,0.10950224999999847
RB-00214,"越光米 (Premium Sushi Rice) CNS 一等米, 15% Moisture",係數對照表,農作物-CNS一等梗米 (白米),MAT-FOD-001,False,False,,1,有機越光米,Taiwan EPA,0.925,0.1109228329999965
RB-00215,"精製大豆油 (Soybean Oil) Refined, 18L Tin",Tier 1 - 台灣本地,芝麻油(543 ml),MAT-FOD-002,False,False,,1,大豆沙拉油（18L）,Taiwan EPA,1.0,0.10182029100000278
RB-00216,"高筋麵粉 (Bread Flour) Protein 12.5%+, 22kg/bag",Tier 1 - 台灣本地,麵粉,MAT-FOD-003,False,False,,1,不鏽鋼冷軋鋼捲,Taiwan EPA,1.0,0.11701108300000129
RB-00217,"隧道式烤箱 (Tunnel Oven) Electric, 15m Length",Tier 3 - EEIO 模型,Machinery and equipment n.e.c. (29),MAT-FOD-004,False,False,,1,焦炭 / 焦炭 / Coke / Coke Oven Coke and Lignite Coke 固定燃燒排放係數,CCA GHG Factor Table,1.0,0.10510983400000384
RB-00218,"PE 複合包裝袋 Laminated, Food Grade",Tier 1 - 台灣本地,未漂白牛皮紙袋和麻袋用紙,MAT-FOD-005,False,False,,1,伸縮膜(LLDPE),Taiwan EPA,0.925,0.10524575000000169
RB-00219,"白砂糖 (White Sugar) Fine Granulated, 50kg/bag",係數對照表,食品加工-精製白砂糖,MAT-FOD-006,False,False,,1,地質改良處理劑(50kg，紙袋裝),Taiwan EPA,1.0,0.12206675000000189
RB-00220,"液蛋 (Liquid Whole Egg) Pasteurized, 10kg/box",Tier 2 - 國際產業,"Egg, soft-boiled",MAT-FOD-007,False,False,,1,不鏽鋼冷軋鋼捲,Taiwan EPA,1.0,0.12249708299999895
RB-00221,"低溫物流車 (Reefer Truck) 5-Ton, Hino Chassis",Tier 3 - EEIO 模型,"Motor vehicles, trailers and semi-trailers (34)",MAT-FOD-008,False,False,,1,"乙醇, 卡車 / Ethanol, trucks, US 移動燃燒 CH4/N2O 排放係數",CCA GHG Factor Table,0.925,0.11145900000000353
RB-00222,次氯酸鈉 (Sanitizer) Food Grade 12%,Tier 2 - 國際產業,"Celeriac in remoulade sauce, prepacked",MAT-FOD-009,False,False,,1,次氯酸鈉(工業用),Taiwan EPA,1.0,0.10342091700000111
RB-00223,"天然海鹽 (Sea Salt) Iodized, Fine Grade",Tier 1 - 台灣本地,硫酸酯鹽界面活性劑,MAT-FOD-010,False,False,,1,其他油品 / 煉油氣 / Other Oil / Refinery Gas 固定燃燒排放係數,CCA GHG Factor Table,0.925,0.1039992500000011
RB-00224,無塵室高效濾網組 HEPA H14 Grade,Tier 3 - EEIO 模型,Machinery and equipment n.e.c. (29),Category 2 (Capital Goods),False,False,,3,Construction work (45),EXIOBASE,0.77,0.001680833000001769
RB-00225,無塵室高效濾網組 HEPA H14 Grade,Tier 3 - EEIO 模型,Machinery and equipment n.e.c. (29),Category 2 (Capital Goods),False,False,,3,Construction work (45),EXIOBASE,0.77,0.0015215840000024627
RB-00226,無塵室高效濾網組 HEPA H14 Grade,Tier 3 - EEIO 模型,Machinery and equipment n.e.c. (29),Category 2 (Capital Goods),False,False,,3,Construction work (45),EXIOBASE,0.77,0.0015409160000032784
RB-00227,SMT 自動化生產線 Yamaha YSM20R Series,Tier 3 - EEIO 模型,Machinery and equipment n.e.c. (29),Category 2 (Capital Goods),False,False,,2,"Truck+trailer 24 tons net HVO (min weight/volume ratio 0,32 ton/m3) (tkm)",Idemat,0.7178949117660522,0.12101662499999577
RB-00228,SMT 自動化生產線 Yamaha YSM20R Series,Tier 3 - EEIO 模型,Machinery and equipment n.e.c. (29),Category 2 (Capital Goods),False,False,,2,"Truck+trailer 24 tons net HVO (min weight/volume ratio 0,32 ton/m3) (tkm)",Idemat,0.7178949117660522,0.11880195899999535
RB-00229,SMT 自動化生產線 Yamaha YSM20R Series,Tier 3 - EEIO 模型,Machinery and equipment n.e.c. (29),Category 2 (Capital Goods),False,False,,2,"Truck+trailer 24 tons net HVO (min weight/volume ratio 0,32 ton/m3) (tkm)",Idemat,0.7178949117660522,0.11829729199999406
RB-00230,無塵室高效濾網組 HEPA H14 Grade,Tier 3 - EEIO 模型,Machinery and equipment n.e.c. (29),Category 2 (Capital Goods),False,False,,3,Construction work (45),EXIOBASE,0.77,0.001644625000004396
RB-00231,SMT 自動化生產線 Yamaha YSM20R Series,Tier 3 - EEIO 模型,Machinery and equipment n.e.c. (29),Category 2 (Capital Goods),False,False,,2,"Truck+trailer 24 tons net HVO (min weight/volume ratio 0,32 ton/m3) (tkm)",Idemat,0.7178949117660522,0.11688504199999983
RB-00232,SMT 自動化生產線 Yamaha YSM20R Series,Tier 3 - EEIO 模型,Machinery and equipment n.e.c. (29),Category 2 (Capital Goods),False,False,,2,"Truck+trailer 24 tons net HVO (min weight/volume ratio 0,32 ton/m3) (tkm)",Idemat,0.7178949117660522,0.11713608400000197
RB-00233,SMT 自動化生產線 Yamaha YSM20R Series,Tier 3 - EEIO 模型,Machinery and equipment n.e.c. (29),Category 2 (Capital Goods),False,False,,2,"Truck+trailer 24 tons net HVO (min weight/volume ratio 0,32 ton/m3) (tkm)",Idemat,0.7178949117660522,0.11766833299999746
RB-00234,SMT 自動化生產線 Yamaha YSM20R Series,Tier 3 - EEIO 模型,Machinery and equipment n.e.c. (29),Category 2 (Capital Goods),False,False,,2,"Truck+trailer 24 tons net HVO (min weight/volume ratio 0,32 ton/m3) (tkm)",Idemat,0.7178949117660522,0.11809329100000099
RB-00235,無塵室高效濾網組 HEPA H14 Grade,Tier 3 - EEIO 模型,Machinery and equipment n.e.c. (29),Category 2 (Capital Goods),False,False,,3,Construction work (45),EXIOBASE,0.77,0.0016539999999949373
RB-00236,SMT 自動化生產線 Yamaha YSM20R Series,Tier 3 - EEIO 模型,Machinery and equipment n.e.c. (29),Category 2 (Capital Goods),False,False,,2,"Truck+trailer 24 tons net HVO (min weight/volume ratio 0,32 ton/m3) (tkm)",Idemat,0.7178949117660522,0.11661045900000033
RB-00237,SMT 自動化生產線 Yamaha YSM20R Series,Tier 3 - EEIO 模型,Machinery and equipment n.e.c. (29),Category 2 (Capital Goods),False,False,,2,"Truck+trailer 24 tons net HVO (min weight/volume ratio 0,32 ton/m3) (tkm)",Idemat,0.7178949117660522,0.1167706250000009
RB-00238,無塵室高效濾網組 HEPA H14 Grade,Tier 3 - EEIO 模型,Machinery and equipment n.e.c. (29),Category 2 (Capital Goods),False,False,,3,Construction work (45),EXIOBASE,0.77,0.0017059580000022834
RB-00239,鋁合金機殼 (Al-Alloy) AL6061 Anodized,Tier 2 - 國際產業,AlMgSi0.5 (6060 and 6063),Category 1 (Purchased Goods),True,True,1:almgsi0.5 6060 and 6063 | 3:almgsi0.5,2,AlMgSi0.5 (6060 and 6063),Idemat,0.7635890245437622,0.10614258300000046
RB-00240,積體電路 (IC) SOC 7nm Node / High Performance,係數對照表,C-261 半導體製造業 (EEIO),Category 1 (Purchased Goods),False,False,,1,記憶體積體電路,Taiwan EPA,0.925,0.10393220799999625
RB-00241,MLCC 電容 0402 X7R 10uF,係數對照表,C-262 電子零組件製造業 (EEIO),Category 1 (Purchased Goods),False,False,,1,貼片電容,Taiwan EPA,0.925,0.0973973749999999
RB-00242,鋰離子電池組 5000mAh / 3.7V,Tier 1 - 台灣本地,電池感應式水龍頭(HB-4100LR),Category 1 (Purchased Goods),False,False,,2,Lithium-ion LiCoO2 laptop battery (180 Wh/kg),Idemat,0.905798077583313,0.09641066700000067
RB-00243,積體電路 (IC) SOC 7nm Node / High Performance,係數對照表,C-261 半導體製造業 (EEIO),Category 1 (Purchased Goods),False,False,,1,記憶體積體電路,Taiwan EPA,0.925,0.0982636250000013
RB-00244,積體電路 (IC) SOC 7nm Node / High Performance,係數對照表,C-261 半導體製造業 (EEIO),Category 1 (Purchased Goods),False,False,,1,記憶體積體電路,Taiwan EPA,0.925,0.1014584579999962
RB-00245,積體電路 (IC) SOC 7nm Node / High Performance,係數對照表,C-261 半導體製造業 (EEIO),Category 1 (Purchased Goods),False,False,,1,記憶體積體電路,Taiwan EPA,0.925,0.10125087499999808
RB-00246,鋰離子電池組 5000mAh / 3.7V,Tier 1 - 台灣本地,電池感應式水龍頭(HB-4100LR),Category 1 (Purchased Goods),False,False,,2,Lithium-ion LiCoO2 laptop battery (180 Wh/kg),Idemat,0.905798077583313,0.09660612500000099
RB-00247,積體電路 (IC) SOC 7nm Node / High Performance,係數對照表,C-261 半導體製造業 (EEIO),Category 1 (Purchased Goods),False,False,,1,記憶體積體電路,Taiwan EPA,0.925,0.09919400000000422
RB-00248,鋰離子電池組 5000mAh / 3.7V,Tier 1 - 台灣本地,電池感應式水龍頭(HB-4100LR),Category 1 (Purchased Goods),False,False,,2,Lithium-ion LiCoO2 laptop battery (180 Wh/kg),Idemat,0.905798077583313,0.09822762499999982
RB-00249,鋰離子電池組 5000mAh / 3.7V,Tier 1 - 台灣本地,電池感應式水龍頭(HB-4100LR),Category 1 (Purchased Goods),False,False,,2,Lithium-ion LiCoO2 laptop battery (180 Wh/kg),Idemat,0.905798077583313,0.09788658300000463
RB-00250,鋰離子電池組 5000mAh / 3.7V,Tier 1 - 台灣本地,電池感應式水龍頭(HB-4100LR),Category 1 (Purchased Goods),False,False,,2,Lithium-ion LiCoO2 laptop battery (180 Wh/kg),Idemat,0.905798077583313,0.09717674999999559
RB-00251,印刷電路板 (PCB) FR-4 8-Layer / Halogen Free,係數對照表,C-262 電子零組件製造業 (EEIO),Category 1 (Purchased Goods),False,False,,1,銅箔基板(印刷電路板用),Taiwan EPA,0.925,0.10226870800000398
RB-00252,印刷電路板 (PCB) FR-4 8-Layer / Halogen Free,係數對照表,C-262 電子零組件製造業 (EEIO),Category 1 (Purchased Goods),False,False,,1,銅箔基板(印刷電路板用),Taiwan EPA,0.925,0.09991399999999828
RB-00253,MLCC 電容 0402 X7R 10uF,係數對照表,C-262 電子零組件製造業 (EEIO),Category 1 (Purchased Goods),False,False,,1,貼片電容,Taiwan EPA,0.925,0.09320337500000164
RB-00254,鋁合金機殼 (Al-Alloy) AL6061 Anodized,Tier 2 - 國際產業,AlMgSi0.5 (6060 and 6063),Category 1 (Purchased Goods),True,True,1:almgsi0.5 6060 and 6063 | 3:almgsi0.5,2,AlMgSi0.5 (6060 and 6063),Idemat,0.7635890245437622,0.0996689579999952
RB-00255,鋁合金機殼 (Al-Alloy) AL6061 Anodized,Tier 2 - 國際產業,AlMgSi0.5 (6060 and 6063),Category 1 (Purchased Goods),True,True,1:almgsi0.5 6060 and 6063 | 3:almgsi0.5,2,AlMgSi0.5 (6060 and 6063),Idemat,0.7635890245437622,0.10222420899999918
RB-00256,鋁合金機殼 (Al-Alloy) AL6061 Anodized,Tier 2 - 國際產業,AlMgSi0.5 (6060 and 6063),Category 1 (Purchased Goods),True,True,1:almgsi0.5 6060 and 6063 | 3:almgsi0.5,2,AlMgSi0.5 (6060 and 6063),Idemat,0.7635890245437622,0.10252129100000218
RB-00257,鋁合金機殼 (Al-Alloy) AL6061 Anodized,Tier 2 - 國際產業,AlMgSi0.5 (6060 and 6063),Category 1 (Purchased Goods),True,True,1:almgsi0.5 6060 and 6063 | 3:almgsi0.5,2,AlMgSi0.5 (6060 and 6063),Idemat,0.7635890245437622,0.10106220800000187
RB-00258,MLCC 電容 0402 X7R 10uF,係數對照表,C-262 電子零組件製造業 (EEIO),Category 1 (Purchased Goods),False,False,,1,貼片電容,Taiwan EPA,0.925,0.09434154199999512
RB-00259,MLCC 電容 0402 X7R 10uF,係數對照表,C-262 電子零組件製造業 (EEIO),Category 1 (Purchased Goods),False,False,,1,貼片電容,Taiwan EPA,0.925,0.09193654199999912
RB-00260,積體電路 (IC) SOC 7nm Node / High Performance,係數對照表,C-261 半導體製造業 (EEIO),Category 1 (Purchased Goods),False,False,,1,記憶體積體電路,Taiwan EPA,0.925,0.09783416700000203
RB-00261,鋰離子電池組 5000mAh / 3.7V,Tier 1 - 台灣本地,電池感應式水龍頭(HB-4100LR),Category 1 (Purchased Goods),False,False,,2,Lithium-ion LiCoO2 laptop battery (180 Wh/kg),Idemat,0.905798077583313,0.09841041699999664
RB-00262,鋰離子電池組 5000mAh / 3.7V,Tier 1 - 台灣本地,電池感應式水龍頭(HB-4100LR),Category 1 (Purchased Goods),False,False,,2,Lithium-ion LiCoO2 laptop battery (180 Wh/kg),Idemat,0.905798077583313,0.09549300000000471
RB-00263,印刷電路板 (PCB) FR-4 8-Layer / Halogen Free,係數對照表,C-262 電子零組件製造業 (EEIO),Category 1 (Purchased Goods),False,False,,1,銅箔基板(印刷電路板用),Taiwan EPA,0.925,0.10107845900000711
RB-00264,印刷電路板 (PCB) FR-4 8-Layer / Halogen Free,係數對照表,C-262 電子零組件製造業 (EEIO),Category 1 (Purchased Goods),False,False,,1,銅箔基板(印刷電路板用),Taiwan EPA,0.925,0.13719766699999525
RB-00265,印刷電路板 (PCB) FR-4 8-Layer / Halogen Free,係數對照表,C-262 電子零組件製造業 (EEIO),Category 1 (Purchased Goods),False,False,,1,銅箔基板(印刷電路板用),Taiwan EPA,0.925,0.0963657499999897
RB-00266,鋁合金機殼 (Al-Alloy) AL6061 Anodized,Tier 2 - 國際產業,AlMgSi0.5 (6060 and 6063),Category 1 (Purchased Goods),True,True,1:almgsi0.5 6060 and 6063 | 3:almgsi0.5,2,AlMgSi0.5 (6060 and 6063),Idemat,0.7635890245437622,0.10059662499999433
RB-00267,鋁合金機殼 (Al-Alloy) AL6061 Anodized,Tier 2 - 國際產業,AlMgSi0.5 (6060 and 6063),Category 1 (Purchased Goods),True,True,1:almgsi0.5 6060 and 6063 | 3:almgsi0.5,2,AlMgSi0.5 (6060 and 6063),Idemat,0.7635890245437622,0.10308262499999898
RB-00268,積體電路 (IC) SOC 7nm Node / High Performance,係數對照表,C-261 半導體製造業 (EEIO),Category 1 (Purchased Goods),False,False,,1,記憶體積體電路,Taiwan EPA,0.925,0.10279225000000736
RB-00269,鋁合金機殼 (Al-Alloy) AL6061 Anodized,Tier 2 - 國際產業,AlMgSi0.5 (6060 and 6063),Category 1 (Purchased Goods),True,True,1:almgsi0.5 6060 and 6063 | 3:almgsi0.5,2,AlMgSi0.5 (6060 and 6063),Idemat,0.7635890245437622,0.10250862499999869
RB-00270,鋁合金機殼 (Al-Alloy) AL6061 Anodized,Tier 2 - 國際產業,AlMgSi0.5 (6060 and 6063),Category 1 (Purchased Goods),True,True,1:almgsi0.5 6060 and 6063 | 3:almgsi0.5,2,AlMgSi0.5 (6060 and 6063),Idemat,0.7635890245437622,0.10167937500000335
RB-00271,MLCC 電容 0402 X7R 10uF,係數對照表,C-262 電子零組件製造業 (EEIO),Category 1 (Purchased Goods),False,False,,1,貼片電容,Taiwan EPA,0.925,0.09429099999999835
RB-00272,印刷電路板 (PCB) FR-4 8-Layer / Halogen Free,係數對照表,C-262 電子零組件製造業 (EEIO),Category 1 (Purchased Goods),False,False,,1,銅箔基板(印刷電路板用),Taiwan EPA,0.925,0.09683079200000577
RB-00273,MLCC 電容 0402 X7R 10uF,係數對照表,C-262 電子零組件製造業 (EEIO),Category 1 (Purchased Goods),False,False,,1,貼片電容,Taiwan EPA,0.925,0.09640308400000208
RB-00274,鋁合金機殼 (Al-Alloy) AL6061 Anodized,Tier 2 - 國際產業,AlMgSi0.5 (6060 and 6063),Category 1 (Purchased Goods),True,True,1:almgsi0.5 6060 and 6063 | 3:almgsi0.5,2,AlMgSi0.5 (6060 and 6063),Idemat,0.7635890245437622,0.10270749999999396
RB-00275,鋁合金機殼 (Al-Alloy) AL6061 Anodized,Tier 2 - 國際產業,AlMgSi0.5 (6060 and 6063),Category 1 (Purchased Goods),True,True,1:almgsi0.5 6060 and 6063 | 3:almgsi0.5,2,AlMgSi0.5 (6060 and 6063),Idemat,0.7635890245437622,0.10083945799999583
RB-00276,積體電路 (IC) SOC 7nm Node / High Performance,係數對照表,C-261 半導體製造業 (EEIO),Category 1 (Purchased Goods),False,False,,1,記憶體積體電路,Taiwan EPA,0.925,0.09976025000000277
RB-00277,MLCC 電容 0402 X7R 10uF,係數對照表,C-262 電子零組件製造業 (EEIO),Category 1 (Purchased Goods),False,False,,1,貼片電容,Taiwan EPA,0.925,0.09865795899999341
RB-00278,MLCC 電容 0402 X7R 10uF,係數對照表,C-262 電子零組件製造業 (EEIO),Category 1 (Purchased Goods),False,False,,1,貼片電容,Taiwan EPA,0.925,0.09850216699999237
RB-00279,鋰離子電池組 5000mAh / 3.7V,Tier 1 - 台灣本地,電池感應式水龍頭(HB-4100LR),Category 1 (Purchased Goods),False,False,,2,Lithium-ion LiCoO2 laptop battery (180 Wh/kg),Idemat,0.905798077583313,0.0970367500000009
RB-00280,鋰離子電池組 5000mAh / 3.7V,Tier 1 - 台灣本地,電池感應式水龍頭(HB-4100LR),Category 1 (Purchased Goods),False,False,,2,Lithium-ion LiCoO2 laptop battery (180 Wh/kg),Idemat,0.905798077583313,0.09787987500000384
RB-00281,鋰離子電池組 5000mAh / 3.7V,Tier 1 - 台灣本地,電池感應式水龍頭(HB-4100LR),Category 1 (Purchased Goods),False,False,,2,Lithium-ion LiCoO2 laptop battery (180 Wh/kg),Idemat,0.905798077583313,0.09751824999999315
RB-00282,鋁合金機殼 (Al-Alloy) AL6061 Anodized,Tier 2 - 國際產業,AlMgSi0.5 (6060 and 6063),Category 1 (Purchased Goods),True,True,1:almgsi0.5 6060 and 6063 | 3:almgsi0.5,2,AlMgSi0.5 (6060 and 6063),Idemat,0.7635890245437622,0.10281120800000565
RB-00283,MLCC 電容 0402 X7R 10uF,係數對照表,C-262 電子零組件製造業 (EEIO),Category 1 (Purchased Goods),False,False,,1,貼片電容,Taiwan EPA,0.925,0.09715837500000646
RB-00284,積體電路 (IC) SOC 7nm Node / High Performance,係數對照表,C-261 半導體製造業 (EEIO),Category 1 (Purchased Goods),False,False,,1,記憶體積體電路,Taiwan EPA,0.925,0.09842533300000866
RB-00285,印刷電路板 (PCB) FR-4 8-Layer / Halogen Free,係數對照表,C-262 電子零組件製造業 (EEIO),Category 1 (Purchased Goods),False,False,,1,銅箔基板(印刷電路板用),Taiwan EPA,0.925,0.09985216600000513
RB-00286,鋰離子電池組 5000mAh / 3.7V,Tier 1 - 台灣本地,電池感應式水龍頭(HB-4100LR),Category 1 (Purchased Goods),False,False,,2,Lithium-ion LiCoO2 laptop battery (180 Wh/kg),Idemat,0.905798077583313,0.09666408399999682
RB-00287,MLCC 電容 0402 X7R 10uF,係數對照表,C-262 電子零組件製造業 (EEIO),Category 1 (Purchased Goods),False,False,,1,貼片電容,Taiwan EPA,0.925,0.09809208299999739
RB-00288,鋰離子電池組 5000mAh / 3.7V,Tier 1 - 台灣本地,電池感應式水龍頭(HB-4100LR),Category 1 (Purchased Goods),False,False,,2,Lithium-ion LiCoO2 laptop battery (180 Wh/kg),Idemat,0.905798077583313,0.09748966699999073
RB-00289,鋰離子電池組 5000mAh / 3.7V,Tier 1 - 台灣本地,電池感應式水龍頭(HB-4100LR),Category 1 (Purchased Goods),False,False,,2,Lithium-ion LiCoO2 laptop battery (180 Wh/kg),Idemat,0.905798077583313,0.09839695899999867
RB-00290,鋁合金機殼 (Al-Alloy) AL6061 Anodized,Tier 2 - 國際產業,AlMgSi0.5 (6060 and 6063),Category 1 (Purchased Goods),True,True,1:almgsi0.5 6060 and 6063 | 3:almgsi0.5,2,AlMgSi0.5 (6060 and 6063),Idemat,0.7635890245437622,0.10078287499999306
RB-00291,MLCC 電容 0402 X7R 10uF,係數對照表,C-262 電子零組件製造業 (EEIO),Category 1 (Purchased Goods),False,False,,1,貼片電容,Taiwan EPA,0.925,0.09463754200000096
RB-00292,鋁合金機殼 (Al-Alloy) AL6061 Anodized,Tier 2 - 國際產業,AlMgSi0.5 (6060 and 6063),Category 1 (Purchased Goods),True,True,1:almgsi0.5 6060 and 6063 | 3:almgsi0.5,2,AlMgSi0.5 (6060 and 6063),Idemat,0.7635890245437622,0.09893445799998801
RB-00293,積體電路 (IC) SOC 7nm Node / High Performance,係數對照表,C-261 半導體製造業 (EEIO),Category 1 (Purchased Goods),False,False,,1,記憶體積體電路,Taiwan EPA,0.925,0.10096579099999303
RB-00294,MLCC 電容 0402 X7R 10uF,係數對照表,C-262 電子零組件製造業 (EEIO),Category 1 (Purchased Goods),False,False,,1,貼片電容,Taiwan EPA,0.925,0.0953368329999904
RB-00295,鋰離子電池組 5000mAh / 3.7V,Tier 1 - 台灣本地,電池感應式水龍頭(HB-4100LR),Category 1 (Purchased Goods),False,False,,2,Lithium-ion LiCoO2 laptop battery (180 Wh/kg),Idemat,0.905798077583313,0.09674387500000137
RB-00296,MLCC 電容 0402 X7R 10uF,係數對照表,C-262 電子零組件製造業 (EEIO),Category 1 (Purchased Goods),False,False,,1,貼片電容,Taiwan EPA,0.925,0.09519625000000076
RB-00297,印刷電路板 (PCB) FR-4 8-Layer / Halogen Free,係數對照表,C-262 電子零組件製造業 (EEIO),Category 1 (Purchased Goods),False,False,,1,銅箔基板(印刷電路板用),Taiwan EPA,0.925,0.10539683300000036
RB-00298,MLCC 電容 0402 X7R 10uF,係數對照表,C-262 電子零組件製造業 (EEIO),Category 1 (Purchased Goods),False,False,,1,貼片電容,Taiwan EPA,0.925,0.09882116699999699
RB-00299,MLCC 電容 0402 X7R 10uF,係數對照表,C-262 電子零組件製造業 (EEIO),Category 1 (Purchased Goods),False,False,,1,貼片電容,Taiwan EPA,0.925,0.09840737499999364
RB-00300,印刷電路板 (PCB) FR-4 8-Layer / Halogen Free,係數對照表,C-262 電子零組件製造業 (EEIO),Category 1 (Purchased Goods),False,False,,1,銅箔基板(印刷電路板用),Taiwan EPA,0.925,0.1000450829999977
RB-00301,MLCC 電容 0402 X7R 10uF,係數對照表,C-262 電子零組件製造業 (EEIO),Category 1 (Purchased Goods),False,False,,1,貼片電容,Taiwan EPA,0.925,0.09417595899999753
RB-00302,MLCC 電容 0402 X7R 10uF,係數對照表,C-262 電子零組件製造業 (EEIO),Category 1 (Purchased Goods),False,False,,1,貼片電容,Taiwan EPA,0.925,0.09280854099999658
RB-00303,積體電路 (IC) SOC 7nm Node / High Performance,係數對照表,C-261 半導體製造業 (EEIO),Category 1 (Purchased Goods),False,False,,1,記憶體積體電路,Taiwan EPA,0.925,0.09891937500000836
RB-00304,鋰離子電池組 5000mAh / 3.7V,Tier 1 - 台灣本地,電池感應式水龍頭(HB-4100LR),Category 1 (Purchased Goods),False,False,,2,Lithium-ion LiCoO2 laptop battery (180 Wh/kg),Idemat,0.905798077583313,0.09863483300000553
RB-00305,積體電路 (IC) SOC 7nm Node / High Performance,係數對照表,C-261 半導體製造業 (EEIO),Category 1 (Purchased Goods),False,False,,1,記憶體積體電路,Taiwan EPA,0.925,0.10200025000000323
RB-00306,鋁合金機殼 (Al-Alloy) AL6061 Anodized,Tier 2 - 國際產業,AlMgSi0.5 (6060 and 6063),Category 1 (Purchased Goods),True,True,1:almgsi0.5 6060 and 6063 | 3:almgsi0.5,2,AlMgSi0.5 (6060 and 6063),Idemat,0.7635890245437622,0.1014146659999966
RB-00307,鋁合金機殼 (Al-Alloy) AL6061 Anodized,Tier 2 - 國際產業,AlMgSi0.5 (6060 and 6063),Category 1 (Purchased Goods),True,True,1:almgsi0.5 6060 and 6063 | 3:almgsi0.5,2,AlMgSi0.5 (6060 and 6063),Idemat,0.7635890245437622,0.10196841699999482
