製程及設施名稱,原燃物料或產品名稱,排放型式,活動數據,活動數據單位,數據來源表單名稱,保存單位,活動數據種類
購買商品之上游排放,氬氣,,"13,172.7265",M3,ERP,總務課,定期(間歇)量測
購買商品之上游排放,潤滑油,,37.0512,公秉,ERP,總務課,定期(間歇)量測
購買商品之上游排放,生鐵,,"38,602.1437",公噸,ERP,總務課,定期(間歇)量測
購買商品之上游排放,耐火材料,,"1,768.2694",公噸,ERP,財務,定期(間歇)量測
購買商品之上游排放,石灰石,,"67,076.2508",公噸,ERP,採購部,定期(間歇)量測
購買商品之上游排放,石灰石,,"25,000.7614",公噸,ERP,財務,定期(間歇)量測
購買商品之上游排放,錳鐵,,"1,463.5562",公噸,ERP,採購部,定期(間歇)量測
購買商品之上游排放,石灰石,,"59,179.2281",公噸,ERP,採購部,定期(間歇)量測
購買商品之上游排放,石灰石,,"5,153.9340",公噸,ERP,財務,定期(間歇)量測
購買商品之上游排放,石灰石,,"51,301.2827",公噸,ERP,財務,定期(間歇)量測
購買商品之上游排放,廢鋼,,"216,497.7833",公噸,ERP,採購部,定期(間歇)量測
購買商品之上游排放,鉻鐵,,395.4077,公噸,ERP,採購部,定期(間歇)量測
購買商品之上游排放,石墨電極,,"1,404.0605",公噸,ERP,總務課,定期(間歇)量測
購買商品之上游排放,軋輥,,90.4427,公噸,ERP,總務課,定期(間歇)量測
購買商品之上游排放,鎳鐵,,"1,044.8443",公噸,ERP,財務,定期(間歇)量測
購買商品之上游排放,白雲石,,"23,809.3648",公噸,ERP,採購部,定期(間歇)量測
購買商品之上游排放,錳鐵,,742.1351,公噸,ERP,採購部,定期(間歇)量測
購買商品之上游排放,鉻鐵,,"1,659.1439",公噸,ERP,財務,定期(間歇)量測
購買商品之上游排放,氮氣,,"685,696.6783",M3,ERP,財務,定期(間歇)量測
購買商品之上游排放,白雲石,,"3,175.5264",公噸,ERP,總務課,定期(間歇)量測
購買商品之上游排放,電力,,"5,692,283.1690",kwh,台電電費單,總務課,連續量測
購買商品之上游排放,自來水,,"784,038.2594",度,台灣自來水水費單,總務課,連續量測
一般事業廢棄物-焚化,處置,,81.3811,mt,環境部申報紀錄,環保課,定期(間歇)量測
一般事業廢棄物-掩埋,處置,,42.6375,mt,環境部申報紀錄,環保課,定期(間歇)量測
一般事業廢棄物-運輸,運輸,,"18,260.3795",tkm,環境部申報紀錄、Google map,環保課,定期(間歇)量測
其他未分類製程-其他未歸類設施,其他電力,外購電力,"9,853.8886",千度,台電電費單,總務課,連續量測
引擎發電程序-柴油引擎,柴油,固定 (E),7.6160,公秉,購入發票,總務課,定期(間歇)量測
交通運輸活動-運輸作業車輛,柴油,移動 (T),54.7913,公秉,購入發票,總務課,定期(間歇)量測
交通運輸活動-運輸作業車輛,車用汽油,移動 (T),1.8256,公秉,購入發票,總務課,定期(間歇)量測
非製造程序-堆高機,車用汽油,移動 (T),1.3739,公秉,購入發票,總務課,定期(間歇)量測
消防活動-消防設施,滅火器,逸散 (F),0.0545,公噸,使用量,工安課,定期(間歇)量測
水肥處理程序-化糞池,水肥,逸散 (F),"211,477.1780",人小時,工時紀錄,工安課,定期(間歇)量測
維修保養程序-其他未歸類設施,乙炔,製程 (P),0.1138,公噸,採購紀錄,採購部,定期(間歇)量測
維修保養程序-點焊設施,銲條、棒,製程 (P),0.0006,公噸,採購紀錄,採購部,定期(間歇)量測
冷媒補充-中、大型冷凍、冷藏裝備,冷媒-R-407C，HFC-32/HFC-125/HFC-134a(23.0/25.0/52.0),逸散 (F),0.0024,公噸,冷媒設備清冊,環保課,自行評估
冷媒補充-中、大型冷凍、冷藏裝備,PFC-14，四氟化碳，CF4,逸散 (F),0.0006,公噸,冷媒設備清冊,環保課,自行評估
冷媒補充-冰水機,冷媒-R-404A，HFC-125/HFC-143a/HFC-134a(44.0/52.0/4.0),逸散 (F),0.0026,公噸,冷媒設備清冊,環保課,自行評估
冷媒補充-家用冷凍、冷藏裝備,HFC-32/R-32二氟甲烷，CH2F2,逸散 (F),0.0058,公噸,冷媒設備清冊,環保課,自行評估
冷媒補充-冰水機,"HFC-134a/R-134a，1,1,1,2-四氟乙烷，C2H2F4",逸散 (F),0.0027,公噸,冷媒設備清冊,環保課,自行評估
冷媒補充-中、大型冷凍、冷藏裝備,冷媒-R-404A，HFC-125/HFC-143a/HFC-134a(44.0/52.0/4.0),逸散 (F),0.0022,公噸,冷媒設備清冊,環保課,自行評估
冷媒補充-中、大型冷凍、冷藏裝備,HFC-23/R-23三氟甲烷，CHF3,逸散 (F),0.0059,公噸,冷媒設備清冊,環保課,自行評估
冷媒補充-冰水機,HFC-23/R-23三氟甲烷，CHF3,逸散 (F),0.0012,公噸,冷媒設備清冊,環保課,自行評估
冷媒補充-住宅及商業建築冷氣機,R-507A，HFC-125/HFC-143a(50.0/50.0),逸散 (F),0.0031,公噸,冷媒設備清冊,環保課,自行評估
冷媒補充-中、大型冷凍、冷藏裝備,HFC-23/R-23三氟甲烷，CHF3,逸散 (F),0.0037,公噸,冷媒設備清冊,環保課,自行評估
冷媒補充-住宅及商業建築冷氣機,"HFC-134a/R-134a，1,1,1,2-四氟乙烷，C2H2F4",逸散 (F),0.0439,公噸,冷媒設備清冊,環保課,自行評估
冷媒補充-獨立商用冷凍、冷藏裝備,R-507A，HFC-125/HFC-143a(50.0/50.0),逸散 (F),0.0093,公噸,冷媒設備清冊,環保課,自行評估
冷媒補充-獨立商用冷凍、冷藏裝備,HFC-32/R-32二氟甲烷，CH2F2,逸散 (F),0.0221,公噸,冷媒設備清冊,環保課,自行評估
冷媒補充-獨立商用冷凍、冷藏裝備,R-508A，HFC-23/PFC-116(39.0/61.0),逸散 (F),0.0012,公噸,冷媒設備清冊,環保課,自行評估
陸運,採購貨物上游運輸與配送產生之排放,--,"261,344.4852",tkm,ERP、Google map、marine online,採購部,定期(間歇)量測
陸運,貨物下游運輸與配送產生之排放,--,"2,796,677.5261",tkm,ERP、Google map、marine online,採購部,定期(間歇)量測
海運,採購貨物上游運輸與配送產生之排放,--,"46,456.5445",tkm,ERP、Google map、marine online,採購部,定期(間歇)量測
海運,貨物下游運輸與配送產生之排放,--,"19,339.7728",tkm,ERP、Google map、marine online,採購部,定期(間歇)量測
空運,採購貨物上游運輸與配送產生之排放,--,"69,753.8771",tkm,ERP、Google map、marine online,採購部,定期(間歇)量測
空運,貨物下游運輸與配送產生之排放,--,"33,165.3067",tkm,ERP、Google map、marine online,採購部,定期(間歇)量測
購買商品之上游排放,錳鐵,,"2,641.0299",公噸,ERP,採購部,定期(間歇)量測
購買商品之上游排放,氬氣,,"13,218.9431",M3,ERP,採購部,定期(間歇)量測
購買商品之上游排放,潤滑油,,13.7440,公秉,ERP,採購部,定期(間歇)量測
購買商品之上游排放,氬氣,,"107,793.9287",M3,ERP,總務課,定期(間歇)量測
購買商品之上游排放,氧氣,,"2,021,402.3777",M3,ERP,總務課,定期(間歇)量測
