Scope 3 Category,ERP ID,Item Name,自動匹配係數,Spec/Grade,Qty,Unit,Total (TWD),Mapping Hint,lookup_keyword,lookup_factor_name,lookup_factor_value,lookup_factor_unit,match_status,match_mode,matched_tier,matched_tier_name,matched_name,matched_emission_factor,matched_unit,matched_source,matched_region,matched_base_year,matched_similarity,match_warning,candidate_count,query_text,source_type,source_sheet,calculated_co2e_kg,calculated_co2e_t,calculation_status,calculation_basis
Category 1 (Purchased Goods),EXP-10046,環氧樹脂 (Epoxy),0,E-44 Low Viscosity,737,t,42746000,WBCSD Material Method,,,,,已匹配,標準門檻,2,Tier 2 - 國際產業,"EMAA (Ethylene-Methacrylic Acid Copolymer), without water",6.048252481,kg CO2e/kg ,Idemat,EU,2024,0.785190284252167,此為國際平均值，實際情況可能因地區而異,3,環氧樹脂 (Epoxy) E-44 Low Viscosity,procurement_workbook,化學與塑膠加工業,4457562.078497,4457.562078497,已計算,Qty 737 t -> 737000 kg; * factor (公噸/t/mt 轉 kg)
Category 1 (Purchased Goods),EXP-10047,工業級催化劑,0,Platinum Based / Powder,648,kg,1004400,WBCSD Material Method,,,,,已匹配,標準門檻,2,Tier 2 - 國際產業,"Platinum, CRM (secondary)",1100.054,kg CO2e/kg,FootprintCalc,Global,2023,0.838165760040283,此為國際平均值，實際情況可能因地區而異,3,工業級催化劑 Platinum Based / Powder,procurement_workbook,化學與塑膠加工業,712834.992,712.834992,已計算,Qty 648 kg -> 648 kg; * factor
Category 1 (Purchased Goods),EXP-10048,工業級催化劑,0,Platinum Based / Powder,2951,kg,4574050,WBCSD Material Method,,,,,已匹配,標準門檻,2,Tier 2 - 國際產業,"Platinum, CRM (secondary)",1100.054,kg CO2e/kg,FootprintCalc,Global,2023,0.838165760040283,此為國際平均值，實際情況可能因地區而異,3,工業級催化劑 Platinum Based / Powder,procurement_workbook,化學與塑膠加工業,3246259.354,3246.259354,已計算,Qty 2951 kg -> 2951 kg; * factor
Category 1 (Purchased Goods),EXP-10049,ABS 樹脂顆粒,0,Injection Grade / High Impact,133,t,5586000,WBCSD Material Method,ABS,工程塑料-丙烯腈-丁二烯-苯乙烯,3.1,kg,已匹配,係數對照表,0,係數對照表,工程塑料-丙烯腈-丁二烯-苯乙烯,3.1,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,ABS 樹脂顆粒 Injection Grade / High Impact 工程塑料-丙烯腈-丁二烯-苯乙烯,procurement_workbook,化學與塑膠加工業,412300,412.3,已計算,Qty 133 t -> 133000 kg; * factor (公噸/t/mt 轉 kg)
Category 1 (Purchased Goods),EXP-10050,環氧樹脂 (Epoxy),0,E-44 Low Viscosity,1577,t,91466000,WBCSD Material Method,,,,,已匹配,標準門檻,2,Tier 2 - 國際產業,"EMAA (Ethylene-Methacrylic Acid Copolymer), without water",6.048252481,kg CO2e/kg ,Idemat,EU,2024,0.785190284252167,此為國際平均值，實際情況可能因地區而異,3,環氧樹脂 (Epoxy) E-44 Low Viscosity,procurement_workbook,化學與塑膠加工業,9538094.162537,9538.094162537,已計算,Qty 1577 t -> 1.577e+06 kg; * factor (公噸/t/mt 轉 kg)
Category 1 (Purchased Goods),EXP-10051,乙烯單體 (Ethylene),3.1,99.9% Purity,2346,t,65688000,WBCSD Material Method,,,,,已匹配,標準門檻,2,Tier 2 - 國際產業,Ethylene glycol diethyl ether,2.808252256,kg CO2e/kg ,Idemat,EU,2024,0.756330490112305,此為國際平均值，實際情況可能因地區而異,3,乙烯單體 (Ethylene) 99.9% Purity,procurement_workbook,化學與塑膠加工業,6588159.792576,6588.159792576,已計算,Qty 2346 t -> 2.346e+06 kg; * factor (公噸/t/mt 轉 kg)
Category 1 (Purchased Goods),EXP-10052,ABS 樹脂顆粒,0,Injection Grade / High Impact,4546,t,190932000,WBCSD Material Method,ABS,工程塑料-丙烯腈-丁二烯-苯乙烯,3.1,kg,已匹配,係數對照表,0,係數對照表,工程塑料-丙烯腈-丁二烯-苯乙烯,3.1,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,ABS 樹脂顆粒 Injection Grade / High Impact 工程塑料-丙烯腈-丁二烯-苯乙烯,procurement_workbook,化學與塑膠加工業,14092600,14092.6,已計算,Qty 4546 t -> 4.546e+06 kg; * factor (公噸/t/mt 轉 kg)
Category 1 (Purchased Goods),EXP-10053,工業級催化劑,0,Platinum Based / Powder,4447,kg,6892850,WBCSD Material Method,,,,,已匹配,標準門檻,2,Tier 2 - 國際產業,"Platinum, CRM (secondary)",1100.054,kg CO2e/kg,FootprintCalc,Global,2023,0.838165760040283,此為國際平均值，實際情況可能因地區而異,3,工業級催化劑 Platinum Based / Powder,procurement_workbook,化學與塑膠加工業,4891940.138,4891.940138,已計算,Qty 4447 kg -> 4447 kg; * factor
Category 1 (Purchased Goods),EXP-10054,環氧樹脂 (Epoxy),3.1,E-44 Low Viscosity,1053,t,61074000,WBCSD Material Method,,,,,已匹配,標準門檻,2,Tier 2 - 國際產業,"EMAA (Ethylene-Methacrylic Acid Copolymer), without water",6.048252481,kg CO2e/kg ,Idemat,EU,2024,0.785190284252167,此為國際平均值，實際情況可能因地區而異,3,環氧樹脂 (Epoxy) E-44 Low Viscosity,procurement_workbook,化學與塑膠加工業,6368809.862493,6368.809862493,已計算,Qty 1053 t -> 1.053e+06 kg; * factor (公噸/t/mt 轉 kg)
Category 1 (Purchased Goods),EXP-10055,乙烯單體 (Ethylene),0,99.9% Purity,4942,t,138376000,WBCSD Material Method,,,,,已匹配,標準門檻,2,Tier 2 - 國際產業,Ethylene glycol diethyl ether,2.808252256,kg CO2e/kg ,Idemat,EU,2024,0.756330490112305,此為國際平均值，實際情況可能因地區而異,3,乙烯單體 (Ethylene) 99.9% Purity,procurement_workbook,化學與塑膠加工業,13878382.649152,13878.382649152,已計算,Qty 4942 t -> 4.942e+06 kg; * factor (公噸/t/mt 轉 kg)
Category 1 (Purchased Goods),EXP-10056,ABS 樹脂顆粒,0,Injection Grade / High Impact,1285,t,53970000,WBCSD Material Method,ABS,工程塑料-丙烯腈-丁二烯-苯乙烯,3.1,kg,已匹配,係數對照表,0,係數對照表,工程塑料-丙烯腈-丁二烯-苯乙烯,3.1,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,ABS 樹脂顆粒 Injection Grade / High Impact 工程塑料-丙烯腈-丁二烯-苯乙烯,procurement_workbook,化學與塑膠加工業,3983500,3983.5,已計算,Qty 1285 t -> 1.285e+06 kg; * factor (公噸/t/mt 轉 kg)
Category 1 (Purchased Goods),EXP-10057,乙烯單體 (Ethylene),0,99.9% Purity,2524,t,70672000,WBCSD Material Method,,,,,已匹配,標準門檻,2,Tier 2 - 國際產業,Ethylene glycol diethyl ether,2.808252256,kg CO2e/kg ,Idemat,EU,2024,0.756330490112305,此為國際平均值，實際情況可能因地區而異,3,乙烯單體 (Ethylene) 99.9% Purity,procurement_workbook,化學與塑膠加工業,7088028.694144,7088.028694144,已計算,Qty 2524 t -> 2.524e+06 kg; * factor (公噸/t/mt 轉 kg)
Category 1 (Purchased Goods),EXP-10058,工業級催化劑,3.1,Platinum Based / Powder,4993,kg,7739150,WBCSD Material Method,,,,,已匹配,標準門檻,2,Tier 2 - 國際產業,"Platinum, CRM (secondary)",1100.054,kg CO2e/kg,FootprintCalc,Global,2023,0.838165760040283,此為國際平均值，實際情況可能因地區而異,3,工業級催化劑 Platinum Based / Powder,procurement_workbook,化學與塑膠加工業,5492569.622,5492.569622,已計算,Qty 4993 kg -> 4993 kg; * factor
Category 1 (Purchased Goods),EXP-10059,環氧樹脂 (Epoxy),0,E-44 Low Viscosity,3147,t,182526000,WBCSD Material Method,,,,,已匹配,標準門檻,2,Tier 2 - 國際產業,"EMAA (Ethylene-Methacrylic Acid Copolymer), without water",6.048252481,kg CO2e/kg ,Idemat,EU,2024,0.785190284252167,此為國際平均值，實際情況可能因地區而異,3,環氧樹脂 (Epoxy) E-44 Low Viscosity,procurement_workbook,化學與塑膠加工業,19033850.557707,19033.850557707,已計算,Qty 3147 t -> 3.147e+06 kg; * factor (公噸/t/mt 轉 kg)
Category 1 (Purchased Goods),EXP-10060,ABS 樹脂顆粒,0,Injection Grade / High Impact,4406,t,185052000,WBCSD Material Method,ABS,工程塑料-丙烯腈-丁二烯-苯乙烯,3.1,kg,已匹配,係數對照表,0,係數對照表,工程塑料-丙烯腈-丁二烯-苯乙烯,3.1,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,ABS 樹脂顆粒 Injection Grade / High Impact 工程塑料-丙烯腈-丁二烯-苯乙烯,procurement_workbook,化學與塑膠加工業,13658600,13658.6,已計算,Qty 4406 t -> 4.406e+06 kg; * factor (公噸/t/mt 轉 kg)
Category 1 (Purchased Goods),EXP-10061,環氧樹脂 (Epoxy),0,E-44 Low Viscosity,4012,t,232696000,WBCSD Material Method,,,,,已匹配,標準門檻,2,Tier 2 - 國際產業,"EMAA (Ethylene-Methacrylic Acid Copolymer), without water",6.048252481,kg CO2e/kg ,Idemat,EU,2024,0.785190284252167,此為國際平均值，實際情況可能因地區而異,3,環氧樹脂 (Epoxy) E-44 Low Viscosity,procurement_workbook,化學與塑膠加工業,24265588.953772,24265.588953772,已計算,Qty 4012 t -> 4.012e+06 kg; * factor (公噸/t/mt 轉 kg)
Category 1 (Purchased Goods),EXP-10062,ABS 樹脂顆粒,3.1,Injection Grade / High Impact,3973,t,166866000,WBCSD Material Method,ABS,工程塑料-丙烯腈-丁二烯-苯乙烯,3.1,kg,已匹配,係數對照表,0,係數對照表,工程塑料-丙烯腈-丁二烯-苯乙烯,3.1,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,ABS 樹脂顆粒 Injection Grade / High Impact 工程塑料-丙烯腈-丁二烯-苯乙烯,procurement_workbook,化學與塑膠加工業,12316300,12316.3,已計算,Qty 3973 t -> 3.973e+06 kg; * factor (公噸/t/mt 轉 kg)
Category 1 (Purchased Goods),EXP-10063,工業級催化劑,0,Platinum Based / Powder,3808,kg,5902400,WBCSD Material Method,,,,,已匹配,標準門檻,2,Tier 2 - 國際產業,"Platinum, CRM (secondary)",1100.054,kg CO2e/kg,FootprintCalc,Global,2023,0.838165760040283,此為國際平均值，實際情況可能因地區而異,3,工業級催化劑 Platinum Based / Powder,procurement_workbook,化學與塑膠加工業,4189005.632,4189.005632,已計算,Qty 3808 kg -> 3808 kg; * factor
Category 1 (Purchased Goods),EXP-10064,ABS 樹脂顆粒,3.1,Injection Grade / High Impact,2510,t,105420000,WBCSD Material Method,ABS,工程塑料-丙烯腈-丁二烯-苯乙烯,3.1,kg,已匹配,係數對照表,0,係數對照表,工程塑料-丙烯腈-丁二烯-苯乙烯,3.1,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,ABS 樹脂顆粒 Injection Grade / High Impact 工程塑料-丙烯腈-丁二烯-苯乙烯,procurement_workbook,化學與塑膠加工業,7781000,7781,已計算,Qty 2510 t -> 2.51e+06 kg; * factor (公噸/t/mt 轉 kg)
Category 1 (Purchased Goods),EXP-10065,工業級催化劑,0,Platinum Based / Powder,4210,kg,6525500,WBCSD Material Method,,,,,已匹配,標準門檻,2,Tier 2 - 國際產業,"Platinum, CRM (secondary)",1100.054,kg CO2e/kg,FootprintCalc,Global,2023,0.838165760040283,此為國際平均值，實際情況可能因地區而異,3,工業級催化劑 Platinum Based / Powder,procurement_workbook,化學與塑膠加工業,4631227.34,4631.22734,已計算,Qty 4210 kg -> 4210 kg; * factor
Category 1 (Purchased Goods),EXP-10066,乙烯單體 (Ethylene),3.1,99.9% Purity,3340,t,93520000,WBCSD Material Method,,,,,已匹配,標準門檻,2,Tier 2 - 國際產業,Ethylene glycol diethyl ether,2.808252256,kg CO2e/kg ,Idemat,EU,2024,0.756330490112305,此為國際平均值，實際情況可能因地區而異,3,乙烯單體 (Ethylene) 99.9% Purity,procurement_workbook,化學與塑膠加工業,9379562.53504,9379.56253504,已計算,Qty 3340 t -> 3.34e+06 kg; * factor (公噸/t/mt 轉 kg)
Category 1 (Purchased Goods),EXP-10067,環氧樹脂 (Epoxy),0,E-44 Low Viscosity,3275,t,189950000,WBCSD Material Method,,,,,已匹配,標準門檻,2,Tier 2 - 國際產業,"EMAA (Ethylene-Methacrylic Acid Copolymer), without water",6.048252481,kg CO2e/kg ,Idemat,EU,2024,0.785190284252167,此為國際平均值，實際情況可能因地區而異,3,環氧樹脂 (Epoxy) E-44 Low Viscosity,procurement_workbook,化學與塑膠加工業,19808026.875275,19808.026875275,已計算,Qty 3275 t -> 3.275e+06 kg; * factor (公噸/t/mt 轉 kg)
Category 1 (Purchased Goods),EXP-10068,ABS 樹脂顆粒,0,Injection Grade / High Impact,3285,t,137970000,WBCSD Material Method,ABS,工程塑料-丙烯腈-丁二烯-苯乙烯,3.1,kg,已匹配,係數對照表,0,係數對照表,工程塑料-丙烯腈-丁二烯-苯乙烯,3.1,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,ABS 樹脂顆粒 Injection Grade / High Impact 工程塑料-丙烯腈-丁二烯-苯乙烯,procurement_workbook,化學與塑膠加工業,10183500,10183.5,已計算,Qty 3285 t -> 3.285e+06 kg; * factor (公噸/t/mt 轉 kg)
Category 1 (Purchased Goods),EXP-10069,工業級催化劑,0,Platinum Based / Powder,1924,kg,2982200,WBCSD Material Method,,,,,已匹配,標準門檻,2,Tier 2 - 國際產業,"Platinum, CRM (secondary)",1100.054,kg CO2e/kg,FootprintCalc,Global,2023,0.838165760040283,此為國際平均值，實際情況可能因地區而異,3,工業級催化劑 Platinum Based / Powder,procurement_workbook,化學與塑膠加工業,2116503.896,2116.503896,已計算,Qty 1924 kg -> 1924 kg; * factor
Category 1 (Purchased Goods),EXP-10070,ABS 樹脂顆粒,3.1,Injection Grade / High Impact,4004,t,168168000,WBCSD Material Method,ABS,工程塑料-丙烯腈-丁二烯-苯乙烯,3.1,kg,已匹配,係數對照表,0,係數對照表,工程塑料-丙烯腈-丁二烯-苯乙烯,3.1,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,ABS 樹脂顆粒 Injection Grade / High Impact 工程塑料-丙烯腈-丁二烯-苯乙烯,procurement_workbook,化學與塑膠加工業,12412400,12412.4,已計算,Qty 4004 t -> 4.004e+06 kg; * factor (公噸/t/mt 轉 kg)
Category 1 (Purchased Goods),EXP-10071,乙烯單體 (Ethylene),0,99.9% Purity,3282,t,91896000,WBCSD Material Method,,,,,已匹配,標準門檻,2,Tier 2 - 國際產業,Ethylene glycol diethyl ether,2.808252256,kg CO2e/kg ,Idemat,EU,2024,0.756330490112305,此為國際平均值，實際情況可能因地區而異,3,乙烯單體 (Ethylene) 99.9% Purity,procurement_workbook,化學與塑膠加工業,9216683.904192,9216.683904192,已計算,Qty 3282 t -> 3.282e+06 kg; * factor (公噸/t/mt 轉 kg)
Category 1 (Purchased Goods),EXP-10072,環氧樹脂 (Epoxy),3.1,E-44 Low Viscosity,600,t,34800000,WBCSD Material Method,,,,,已匹配,標準門檻,2,Tier 2 - 國際產業,"EMAA (Ethylene-Methacrylic Acid Copolymer), without water",6.048252481,kg CO2e/kg ,Idemat,EU,2024,0.785190284252167,此為國際平均值，實際情況可能因地區而異,3,環氧樹脂 (Epoxy) E-44 Low Viscosity,procurement_workbook,化學與塑膠加工業,3628951.4886,3628.9514886,已計算,Qty 600 t -> 600000 kg; * factor (公噸/t/mt 轉 kg)
Category 1 (Purchased Goods),EXP-10073,乙烯單體 (Ethylene),0,99.9% Purity,1575,t,44100000,WBCSD Material Method,,,,,已匹配,標準門檻,2,Tier 2 - 國際產業,Ethylene glycol diethyl ether,2.808252256,kg CO2e/kg ,Idemat,EU,2024,0.756330490112305,此為國際平均值，實際情況可能因地區而異,3,乙烯單體 (Ethylene) 99.9% Purity,procurement_workbook,化學與塑膠加工業,4422997.3032,4422.9973032,已計算,Qty 1575 t -> 1.575e+06 kg; * factor (公噸/t/mt 轉 kg)
Category 1 (Purchased Goods),EXP-10074,工業級催化劑,0,Platinum Based / Powder,4968,kg,7700400,WBCSD Material Method,,,,,已匹配,標準門檻,2,Tier 2 - 國際產業,"Platinum, CRM (secondary)",1100.054,kg CO2e/kg,FootprintCalc,Global,2023,0.838165760040283,此為國際平均值，實際情況可能因地區而異,3,工業級催化劑 Platinum Based / Powder,procurement_workbook,化學與塑膠加工業,5465068.272,5465.068272,已計算,Qty 4968 kg -> 4968 kg; * factor
Category 1 (Purchased Goods),EXP-10075,乙烯單體 (Ethylene),0,99.9% Purity,2620,t,73360000,WBCSD Material Method,,,,,已匹配,標準門檻,2,Tier 2 - 國際產業,Ethylene glycol diethyl ether,2.808252256,kg CO2e/kg ,Idemat,EU,2024,0.756330490112305,此為國際平均值，實際情況可能因地區而異,3,乙烯單體 (Ethylene) 99.9% Purity,procurement_workbook,化學與塑膠加工業,7357620.91072,7357.62091072,已計算,Qty 2620 t -> 2.62e+06 kg; * factor (公噸/t/mt 轉 kg)
Category 1 (Purchased Goods),EXP-10076,環氧樹脂 (Epoxy),0,E-44 Low Viscosity,422,t,24476000,WBCSD Material Method,,,,,已匹配,標準門檻,2,Tier 2 - 國際產業,"EMAA (Ethylene-Methacrylic Acid Copolymer), without water",6.048252481,kg CO2e/kg ,Idemat,EU,2024,0.785190284252167,此為國際平均值，實際情況可能因地區而異,3,環氧樹脂 (Epoxy) E-44 Low Viscosity,procurement_workbook,化學與塑膠加工業,2552362.546982,2552.362546982,已計算,Qty 422 t -> 422000 kg; * factor (公噸/t/mt 轉 kg)
Category 1 (Purchased Goods),EXP-10077,乙烯單體 (Ethylene),0,99.9% Purity,4810,t,134680000,WBCSD Material Method,,,,,已匹配,標準門檻,2,Tier 2 - 國際產業,Ethylene glycol diethyl ether,2.808252256,kg CO2e/kg ,Idemat,EU,2024,0.756330490112305,此為國際平均值，實際情況可能因地區而異,3,乙烯單體 (Ethylene) 99.9% Purity,procurement_workbook,化學與塑膠加工業,13507693.35136,13507.69335136,已計算,Qty 4810 t -> 4.81e+06 kg; * factor (公噸/t/mt 轉 kg)
Category 1 (Purchased Goods),EXP-10078,環氧樹脂 (Epoxy),0,E-44 Low Viscosity,2096,t,121568000,WBCSD Material Method,,,,,已匹配,標準門檻,2,Tier 2 - 國際產業,"EMAA (Ethylene-Methacrylic Acid Copolymer), without water",6.048252481,kg CO2e/kg ,Idemat,EU,2024,0.785190284252167,此為國際平均值，實際情況可能因地區而異,3,環氧樹脂 (Epoxy) E-44 Low Viscosity,procurement_workbook,化學與塑膠加工業,12677137.200176,12677.137200176,已計算,Qty 2096 t -> 2.096e+06 kg; * factor (公噸/t/mt 轉 kg)
Category 1 (Purchased Goods),EXP-10079,ABS 樹脂顆粒,0,Injection Grade / High Impact,4316,t,181272000,WBCSD Material Method,ABS,工程塑料-丙烯腈-丁二烯-苯乙烯,3.1,kg,已匹配,係數對照表,0,係數對照表,工程塑料-丙烯腈-丁二烯-苯乙烯,3.1,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,ABS 樹脂顆粒 Injection Grade / High Impact 工程塑料-丙烯腈-丁二烯-苯乙烯,procurement_workbook,化學與塑膠加工業,13379600,13379.6,已計算,Qty 4316 t -> 4.316e+06 kg; * factor (公噸/t/mt 轉 kg)
Category 1 (Purchased Goods),EXP-10080,環氧樹脂 (Epoxy),0,E-44 Low Viscosity,39,t,2262000,WBCSD Material Method,,,,,已匹配,標準門檻,2,Tier 2 - 國際產業,"EMAA (Ethylene-Methacrylic Acid Copolymer), without water",6.048252481,kg CO2e/kg ,Idemat,EU,2024,0.785190284252167,此為國際平均值，實際情況可能因地區而異,3,環氧樹脂 (Epoxy) E-44 Low Viscosity,procurement_workbook,化學與塑膠加工業,235881.846759,235.881846759,已計算,Qty 39 t -> 39000 kg; * factor (公噸/t/mt 轉 kg)
Category 1 (Purchased Goods),EXP-10081,工業級催化劑,3.1,Platinum Based / Powder,61,kg,94550,WBCSD Material Method,,,,,已匹配,標準門檻,2,Tier 2 - 國際產業,"Platinum, CRM (secondary)",1100.054,kg CO2e/kg,FootprintCalc,Global,2023,0.838165760040283,此為國際平均值，實際情況可能因地區而異,3,工業級催化劑 Platinum Based / Powder,procurement_workbook,化學與塑膠加工業,67103.294,67.103294,已計算,Qty 61 kg -> 61 kg; * factor
Category 1 (Purchased Goods),EXP-10082,ABS 樹脂顆粒,0,Injection Grade / High Impact,4548,t,191016000,WBCSD Material Method,ABS,工程塑料-丙烯腈-丁二烯-苯乙烯,3.1,kg,已匹配,係數對照表,0,係數對照表,工程塑料-丙烯腈-丁二烯-苯乙烯,3.1,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,ABS 樹脂顆粒 Injection Grade / High Impact 工程塑料-丙烯腈-丁二烯-苯乙烯,procurement_workbook,化學與塑膠加工業,14098800,14098.8,已計算,Qty 4548 t -> 4.548e+06 kg; * factor (公噸/t/mt 轉 kg)
Category 1 (Purchased Goods),EXP-10083,乙烯單體 (Ethylene),0,99.9% Purity,2962,t,82936000,WBCSD Material Method,,,,,已匹配,標準門檻,2,Tier 2 - 國際產業,Ethylene glycol diethyl ether,2.808252256,kg CO2e/kg ,Idemat,EU,2024,0.756330490112305,此為國際平均值，實際情況可能因地區而異,3,乙烯單體 (Ethylene) 99.9% Purity,procurement_workbook,化學與塑膠加工業,8318043.182272,8318.043182272,已計算,Qty 2962 t -> 2.962e+06 kg; * factor (公噸/t/mt 轉 kg)
Category 1 (Purchased Goods),EXP-10084,ABS 樹脂顆粒,3.1,Injection Grade / High Impact,2212,t,92904000,WBCSD Material Method,ABS,工程塑料-丙烯腈-丁二烯-苯乙烯,3.1,kg,已匹配,係數對照表,0,係數對照表,工程塑料-丙烯腈-丁二烯-苯乙烯,3.1,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,ABS 樹脂顆粒 Injection Grade / High Impact 工程塑料-丙烯腈-丁二烯-苯乙烯,procurement_workbook,化學與塑膠加工業,6857200,6857.2,已計算,Qty 2212 t -> 2.212e+06 kg; * factor (公噸/t/mt 轉 kg)
Category 1 (Purchased Goods),EXP-10085,環氧樹脂 (Epoxy),0,E-44 Low Viscosity,3387,t,196446000,WBCSD Material Method,,,,,已匹配,標準門檻,2,Tier 2 - 國際產業,"EMAA (Ethylene-Methacrylic Acid Copolymer), without water",6.048252481,kg CO2e/kg ,Idemat,EU,2024,0.785190284252167,此為國際平均值，實際情況可能因地區而異,3,環氧樹脂 (Epoxy) E-44 Low Viscosity,procurement_workbook,化學與塑膠加工業,20485431.153147,20485.431153147,已計算,Qty 3387 t -> 3.387e+06 kg; * factor (公噸/t/mt 轉 kg)
Category 1 (Purchased Goods),EXP-10086,工業級催化劑,3.1,Platinum Based / Powder,878,kg,1360900,WBCSD Material Method,,,,,已匹配,標準門檻,2,Tier 2 - 國際產業,"Platinum, CRM (secondary)",1100.054,kg CO2e/kg,FootprintCalc,Global,2023,0.838165760040283,此為國際平均值，實際情況可能因地區而異,3,工業級催化劑 Platinum Based / Powder,procurement_workbook,化學與塑膠加工業,965847.412,965.847412,已計算,Qty 878 kg -> 878 kg; * factor
Category 1 (Purchased Goods),EXP-10087,ABS 樹脂顆粒,0,Injection Grade / High Impact,2541,t,106722000,WBCSD Material Method,ABS,工程塑料-丙烯腈-丁二烯-苯乙烯,3.1,kg,已匹配,係數對照表,0,係數對照表,工程塑料-丙烯腈-丁二烯-苯乙烯,3.1,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,ABS 樹脂顆粒 Injection Grade / High Impact 工程塑料-丙烯腈-丁二烯-苯乙烯,procurement_workbook,化學與塑膠加工業,7877100,7877.1,已計算,Qty 2541 t -> 2.541e+06 kg; * factor (公噸/t/mt 轉 kg)
Category 1 (Purchased Goods),EXP-10088,環氧樹脂 (Epoxy),0,E-44 Low Viscosity,2892,t,167736000,WBCSD Material Method,,,,,已匹配,標準門檻,2,Tier 2 - 國際產業,"EMAA (Ethylene-Methacrylic Acid Copolymer), without water",6.048252481,kg CO2e/kg ,Idemat,EU,2024,0.785190284252167,此為國際平均值，實際情況可能因地區而異,3,環氧樹脂 (Epoxy) E-44 Low Viscosity,procurement_workbook,化學與塑膠加工業,17491546.175052,17491.546175052,已計算,Qty 2892 t -> 2.892e+06 kg; * factor (公噸/t/mt 轉 kg)
Category 1 (Purchased Goods),EXP-10089,環氧樹脂 (Epoxy),3.1,E-44 Low Viscosity,4290,t,248820000,WBCSD Material Method,,,,,已匹配,標準門檻,2,Tier 2 - 國際產業,"EMAA (Ethylene-Methacrylic Acid Copolymer), without water",6.048252481,kg CO2e/kg ,Idemat,EU,2024,0.785190284252167,此為國際平均值，實際情況可能因地區而異,3,環氧樹脂 (Epoxy) E-44 Low Viscosity,procurement_workbook,化學與塑膠加工業,25947003.14349,25947.00314349,已計算,Qty 4290 t -> 4.29e+06 kg; * factor (公噸/t/mt 轉 kg)
Category 1 (Purchased Goods),EXP-10090,乙烯單體 (Ethylene),0,99.9% Purity,1402,t,39256000,WBCSD Material Method,,,,,已匹配,標準門檻,2,Tier 2 - 國際產業,Ethylene glycol diethyl ether,2.808252256,kg CO2e/kg ,Idemat,EU,2024,0.756330490112305,此為國際平均值，實際情況可能因地區而異,3,乙烯單體 (Ethylene) 99.9% Purity,procurement_workbook,化學與塑膠加工業,3937169.662912,3937.169662912,已計算,Qty 1402 t -> 1.402e+06 kg; * factor (公噸/t/mt 轉 kg)
Category 1 (Purchased Goods),EXP-10091,乙烯單體 (Ethylene),0,99.9% Purity,3103,t,86884000,WBCSD Material Method,,,,,已匹配,標準門檻,2,Tier 2 - 國際產業,Ethylene glycol diethyl ether,2.808252256,kg CO2e/kg ,Idemat,EU,2024,0.756330490112305,此為國際平均值，實際情況可能因地區而異,3,乙烯單體 (Ethylene) 99.9% Purity,procurement_workbook,化學與塑膠加工業,8714006.750368,8714.006750368,已計算,Qty 3103 t -> 3.103e+06 kg; * factor (公噸/t/mt 轉 kg)
Category 1 (Purchased Goods),EXP-10092,乙烯單體 (Ethylene),0,99.9% Purity,414,t,11592000,WBCSD Material Method,,,,,已匹配,標準門檻,2,Tier 2 - 國際產業,Ethylene glycol diethyl ether,2.808252256,kg CO2e/kg ,Idemat,EU,2024,0.756330490112305,此為國際平均值，實際情況可能因地區而異,3,乙烯單體 (Ethylene) 99.9% Purity,procurement_workbook,化學與塑膠加工業,1162616.433984,1162.616433984,已計算,Qty 414 t -> 414000 kg; * factor (公噸/t/mt 轉 kg)
Category 1 (Purchased Goods),EXP-10093,ABS 樹脂顆粒,0,Injection Grade / High Impact,4129,t,173418000,WBCSD Material Method,ABS,工程塑料-丙烯腈-丁二烯-苯乙烯,3.1,kg,已匹配,係數對照表,0,係數對照表,工程塑料-丙烯腈-丁二烯-苯乙烯,3.1,kg,Scope 3 Procurement Data.xlsx / 係數對照表,TW,,1,使用工作簿內係數對照表關鍵字直接匹配,1,ABS 樹脂顆粒 Injection Grade / High Impact 工程塑料-丙烯腈-丁二烯-苯乙烯,procurement_workbook,化學與塑膠加工業,12799900,12799.9,已計算,Qty 4129 t -> 4.129e+06 kg; * factor (公噸/t/mt 轉 kg)
