製程及設施名稱,原燃物料或產品名稱,排放型式,活動數據,活動數據單位,數據來源表單名稱,保存單位,活動數據種類,match_status,match_mode,matched_tier,matched_tier_name,matched_name,matched_emission_factor,matched_unit,matched_source,matched_region,matched_base_year,matched_similarity,match_warning,candidate_count,query_text,source_type,source_sheet,calculated_co2e_kg,calculated_co2e_t,calculation_status,calculation_basis
海運,貨物下游運輸與配送產生之排放,--,"5,026,173.0926",tkm,ERP、Google map、marine online,採購部,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,國內海運貨物運輸服務(柴油動力),0.0334,tkm,Taiwan EPA,TW,2016,0.838290452957153,,3,貨物下游運輸與配送產生之排放 貨物下游運輸與配送產生之排放 海運 -- tkm,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=tkm, factor_unit=tkm"
空運,採購貨物上游運輸與配送產生之排放,--,"2,274,498.9543",tkm,ERP、Google map、marine online,採購部,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,國內海運貨物運輸服務(柴油動力),0.0334,tkm,Taiwan EPA,TW,2016,0.815870583057404,,3,採購貨物上游運輸與配送產生之排放 採購貨物上游運輸與配送產生之排放 空運 -- tkm,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=tkm, factor_unit=tkm"
空運,貨物下游運輸與配送產生之排放,--,"266,975.9103",tkm,ERP、Google map、marine online,採購部,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,國內海運貨物運輸服務(柴油動力),0.0334,tkm,Taiwan EPA,TW,2016,0.820226073265076,,3,貨物下游運輸與配送產生之排放 貨物下游運輸與配送產生之排放 空運 -- tkm,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=tkm, factor_unit=tkm"
購買商品之上游排放,石墨電極,,"1,509.8201",公噸,ERP,財務,定期(間歇)量測,已匹配,標準門檻,2,Tier 2 - 國際產業,Graphite for batteries,10.32144737,kg CO2e/kg ,Idemat,EU,2024,0.779628276824951,此為國際平均值，實際情況可能因地區而異,3,石墨電極 石墨電極 graphite electrode 購買商品之上游排放 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,15583528.7003181,15583.5287003181,已計算,活動數據 1509.82 公噸 -> 1.50982e+06 kg; * factor (公噸/t/mt 轉 kg)
購買商品之上游排放,氮氣,,"155,006.9010",M3,ERP,財務,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,氮氣,0.13,m3,Taiwan EPA,TW,2017,0.895101070404053,,3,氮氣 氮氣 購買商品之上游排放 M3,table4_activity_csv,表4-1_鋼鐵業_合成,20150.89713,20.15089713,已計算,活動數據 155007 M3 -> 155007 m3; * factor
購買商品之上游排放,矽鐵,,"7,148.8674",公噸,ERP,採購部,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,多晶矽晶片,175,kg,Taiwan EPA,TW,2017,0.815178990364075,,2,矽鐵 矽鐵 購買商品之上游排放 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,1251051795,1251051.795,已計算,活動數據 7148.87 公噸 -> 7.14887e+06 kg; * factor (公噸/t/mt 轉 kg)
購買商品之上游排放,石灰石,,"8,653.3591",公噸,ERP,採購部,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,水泥砂漿(1:2),625,m3,Taiwan EPA,TW,2015,0.815107226371765,,3,石灰石 石灰石 limestone calcium carbonate 購買商品之上游排放 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=公噸, factor_unit=m3"
購買商品之上游排放,白雲石,,"35,068.8823",公噸,ERP,財務,定期(間歇)量測,已匹配,標準門檻,2,Tier 2 - 國際產業,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers",0.144,kg CO2e/2022 USD,EPA Supply Chain v1.3.0,US,2022,0.762491583824158,此為國際平均值，實際情況可能因地區而異,3,白雲石 白雲石 購買商品之上游排放 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=公噸, factor_unit=kg CO2e/2022 USD"
購買商品之上游排放,氧氣,,"534,339.9993",M3,ERP,財務,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,氧氣,0.16,kg,Taiwan EPA,TW,2015,0.857255578041077,,3,氧氣 氧氣 購買商品之上游排放 M3,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=M3, factor_unit=kg"
購買商品之上游排放,生鐵,,"37,476.7950",公噸,ERP,財務,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,再生料-廢鐵容器-碎鐵,0.25,kg,Taiwan EPA,TW,2015,0.805495083332062,,1,生鐵 生鐵 購買商品之上游排放 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,9369198.75,9369.19875,已計算,活動數據 37476.8 公噸 -> 3.74768e+07 kg; * factor (公噸/t/mt 轉 kg)
購買商品之上游排放,生鐵,,"42,014.6722",公噸,ERP,採購部,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,再生料-廢鐵容器-碎鐵,0.25,kg,Taiwan EPA,TW,2015,0.805495083332062,,1,生鐵 生鐵 購買商品之上游排放 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,10503668.05,10503.66805,已計算,活動數據 42014.7 公噸 -> 4.20147e+07 kg; * factor (公噸/t/mt 轉 kg)
購買商品之上游排放,矽鐵,,"6,590.7068",公噸,ERP,財務,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,多晶矽晶片,175,kg,Taiwan EPA,TW,2017,0.815178990364075,,2,矽鐵 矽鐵 購買商品之上游排放 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,1153373690,1153373.69,已計算,活動數據 6590.71 公噸 -> 6.59071e+06 kg; * factor (公噸/t/mt 轉 kg)
購買商品之上游排放,耐火材料,,648.7913,公噸,ERP,採購部,定期(間歇)量測,已匹配,標準門檻,2,Tier 2 - 國際產業,"Phenolics (Bakelite) waste combustion, clean tech, without heat recovery",2.81,kg CO2e/kg,FootprintCalc,Global,2023,0.806671977043152,此為國際平均值，實際情況可能因地區而異,3,耐火材料 耐火材料 購買商品之上游排放 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,1823103.553,1823.103553,已計算,活動數據 648.791 公噸 -> 648791 kg; * factor (公噸/t/mt 轉 kg)
購買商品之上游排放,氧氣,,"2,785,232.6637",M3,ERP,採購部,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,氧氣,0.16,kg,Taiwan EPA,TW,2015,0.857255578041077,,3,氧氣 氧氣 購買商品之上游排放 M3,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=M3, factor_unit=kg"
購買商品之上游排放,鎳鐵,,790.3844,公噸,ERP,總務課,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,再生料-廢鐵容器-碎鐵,0.25,kg,Taiwan EPA,TW,2015,0.812981486320496,,2,鎳鐵 鎳鐵 購買商品之上游排放 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,197596.1,197.5961,已計算,活動數據 790.384 公噸 -> 790384 kg; * factor (公噸/t/mt 轉 kg)
購買商品之上游排放,鋅錠(鍍鋅),,"2,466.3849",公噸,ERP,採購部,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,再生鋅錠,0.04,kg,Taiwan EPA,TW,2017,0.814724922180176,,3,鋅錠(鍍鋅) 鋅錠(鍍鋅) 購買商品之上游排放 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,98655.396,98.655396,已計算,活動數據 2466.38 公噸 -> 2.46638e+06 kg; * factor (公噸/t/mt 轉 kg)
購買商品之上游排放,氬氣,,"27,289.5544",M3,ERP,財務,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,車用汽油(於移動源使用，2015),3.1,l,Taiwan EPA,TW,2017,0.804507255554199,,3,氬氣 氬氣 購買商品之上游排放 M3,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=M3, factor_unit=l"
購買商品之上游排放,氧氣,,"2,444,564.3620",M3,ERP,採購部,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,氧氣,0.16,kg,Taiwan EPA,TW,2015,0.857255578041077,,3,氧氣 氧氣 購買商品之上游排放 M3,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=M3, factor_unit=kg"
購買商品之上游排放,氧氣,,"894,570.4420",M3,ERP,總務課,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,氧氣,0.16,kg,Taiwan EPA,TW,2015,0.857255578041077,,3,氧氣 氧氣 購買商品之上游排放 M3,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=M3, factor_unit=kg"
購買商品之上游排放,鉻鐵,,"2,697.3711",公噸,ERP,採購部,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,再生料-廢鐵容器-碎鐵,0.25,kg,Taiwan EPA,TW,2015,0.815918445587158,,2,鉻鐵 鉻鐵 購買商品之上游排放 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,674342.775,674.342775,已計算,活動數據 2697.37 公噸 -> 2.69737e+06 kg; * factor (公噸/t/mt 轉 kg)
購買商品之上游排放,石灰石,,"9,583.5337",公噸,ERP,財務,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,水泥砂漿(1:2),625,m3,Taiwan EPA,TW,2015,0.815107226371765,,3,石灰石 石灰石 limestone calcium carbonate 購買商品之上游排放 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=公噸, factor_unit=m3"
購買商品之上游排放,石灰石,,"18,579.7212",公噸,ERP,財務,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,水泥砂漿(1:2),625,m3,Taiwan EPA,TW,2015,0.815107226371765,,3,石灰石 石灰石 limestone calcium carbonate 購買商品之上游排放 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=公噸, factor_unit=m3"
購買商品之上游排放,白雲石,,"25,337.2252",公噸,ERP,採購部,定期(間歇)量測,已匹配,標準門檻,2,Tier 2 - 國際產業,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers",0.144,kg CO2e/2022 USD,EPA Supply Chain v1.3.0,US,2022,0.762491583824158,此為國際平均值，實際情況可能因地區而異,3,白雲石 白雲石 購買商品之上游排放 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=公噸, factor_unit=kg CO2e/2022 USD"
購買商品之上游排放,氮氣,,"303,192.4288",M3,ERP,採購部,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,氮氣,0.13,m3,Taiwan EPA,TW,2017,0.895101070404053,,3,氮氣 氮氣 購買商品之上游排放 M3,table4_activity_csv,表4-1_鋼鐵業_合成,39415.015744,39.415015744,已計算,活動數據 303192 M3 -> 303192 m3; * factor
購買商品之上游排放,氮氣,,"1,871,229.6239",M3,ERP,採購部,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,氮氣,0.13,m3,Taiwan EPA,TW,2017,0.895101070404053,,3,氮氣 氮氣 購買商品之上游排放 M3,table4_activity_csv,表4-1_鋼鐵業_合成,243259.851107,243.259851107,已計算,活動數據 1.87123e+06 M3 -> 1.87123e+06 m3; * factor
購買商品之上游排放,氮氣,,"330,520.0007",M3,ERP,總務課,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,氮氣,0.13,m3,Taiwan EPA,TW,2017,0.895101070404053,,3,氮氣 氮氣 購買商品之上游排放 M3,table4_activity_csv,表4-1_鋼鐵業_合成,42967.600091,42.967600091,已計算,活動數據 330520 M3 -> 330520 m3; * factor
購買商品之上游排放,生鐵,,"32,178.6673",公噸,ERP,總務課,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,再生料-廢鐵容器-碎鐵,0.25,kg,Taiwan EPA,TW,2015,0.805495083332062,,1,生鐵 生鐵 購買商品之上游排放 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,8044666.825,8044.666825,已計算,活動數據 32178.7 公噸 -> 3.21787e+07 kg; * factor (公噸/t/mt 轉 kg)
購買商品之上游排放,潤滑油,,131.0212,公秉,ERP,採購部,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,燃料油使用(蒸餘油/重油使用，2015),4,l,Taiwan EPA,TW,2017,0.813111186027527,,3,潤滑油 潤滑油 購買商品之上游排放 公秉,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=公秉, factor_unit=l"
購買商品之上游排放,氬氣,,"152,653.7452",M3,ERP,總務課,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,車用汽油(於移動源使用，2015),3.1,l,Taiwan EPA,TW,2017,0.804507255554199,,3,氬氣 氬氣 購買商品之上游排放 M3,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=M3, factor_unit=l"
購買商品之上游排放,潤滑油,,94.3557,公秉,ERP,財務,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,燃料油使用(蒸餘油/重油使用，2015),4,l,Taiwan EPA,TW,2017,0.813111186027527,,3,潤滑油 潤滑油 購買商品之上游排放 公秉,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=公秉, factor_unit=l"
購買商品之上游排放,電力,,"8,321,147.6207",kwh,台電電費單,總務課,連續量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,電力排放係數(2011),0.536,kwh,Taiwan EPA,TW,2013,0.852146685123444,,3,電力 電力 electricity power 購買商品之上游排放 kwh,table4_activity_csv,表4-1_鋼鐵業_合成,4460135.1246952,4460.1351246952,已計算,活動數據 8.32115e+06 kwh -> 8.32115e+06 kWh; * factor
購買商品之上游排放,自來水,,"117,725.2525",度,台灣自來水水費單,總務課,連續量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,工業用水（韓國，1998）,0.000102,kg,Taiwan EPA,TW,2018,0.808700561523438,,1,自來水 自來水 購買商品之上游排放 度,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=度, factor_unit=kg"
一般事業廢棄物-焚化,處置,,979.8003,mt,環境部申報紀錄,環保課,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,廢棄物掩埋清理服務(南部科學工業園區-台南園區),7.07,mt,Taiwan EPA,TW,2014,0.871357083320618,,3,處置 處置 一般事業廢棄物-焚化 mt,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=mt, factor_unit=mt"
一般事業廢棄物-掩埋,處置,,70.8666,mt,環境部申報紀錄,環保課,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,廢棄物掩埋清理服務(南部科學工業園區-台南園區),7.07,mt,Taiwan EPA,TW,2014,0.862284481525421,,3,處置 處置 一般事業廢棄物-掩埋 mt,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=mt, factor_unit=mt"
一般事業廢棄物-運輸,運輸,,"87,038.1489",tkm,環境部申報紀錄、Google map,環保課,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,以柴油動力垃圾車清除運輸一般廢棄物,1.31,tkm,Taiwan EPA,TW,2018,0.862348794937134,,3,運輸 運輸 一般事業廢棄物-運輸 tkm,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=tkm, factor_unit=tkm"
其他未分類製程-其他未歸類設施,其他電力,外購電力,"68,391.1732",千度,台電電費單,總務課,連續量測,已匹配,標準門檻,2,Tier 2 - 國際產業,"Electricity Low Voltage, domestic use General",0.162380925,kg CO2e/MJ ,Idemat,EU,2024,0.811118304729462,此為國際平均值，實際情況可能因地區而異,3,其他電力 其他電力 electricity power 其他未分類製程-其他未歸類設施 外購電力 千度,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=千度, factor_unit=kg CO2e/MJ "
引擎發電程序-柴油引擎,柴油,固定 (E),1.1886,公秉,購入發票,總務課,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,柴油（於水路運輸移動源使用，2017）,3.37,l,Taiwan EPA,TW,2019,0.845843553543091,,3,柴油 柴油 diesel fuel 引擎發電程序-柴油引擎 固定 (E) 公秉,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=公秉, factor_unit=l"
交通運輸活動-運輸作業車輛,柴油,移動 (T),31.9300,公秉,購入發票,總務課,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,柴油（於鐵路運輸與非道路運輸移動源使用，2016）,3.61,l,Taiwan EPA,TW,2018,0.906787395477295,,3,柴油 柴油 diesel fuel 交通運輸活動-運輸作業車輛 移動 (T) 公秉,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=公秉, factor_unit=l"
交通運輸活動-運輸作業車輛,車用汽油,移動 (T),18.3556,公秉,購入發票,總務課,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,柴油（於鐵路運輸與非道路運輸移動源使用，2016）,3.61,l,Taiwan EPA,TW,2018,0.872793078422546,,3,車用汽油 車用汽油 gasoline petrol 交通運輸活動-運輸作業車輛 移動 (T) 公秉,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=公秉, factor_unit=l"
非製造程序-堆高機,車用汽油,移動 (T),11.5919,公秉,購入發票,總務課,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,柴油（於鐵路運輸與非道路運輸移動源使用，2018）,3.6,l,Taiwan EPA,TW,2020,0.860475480556488,,3,車用汽油 車用汽油 gasoline petrol 非製造程序-堆高機 移動 (T) 公秉,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=公秉, factor_unit=l"
消防活動-消防設施,滅火器,逸散 (F),0.0331,公噸,使用量,工安課,定期(間歇)量測,已匹配,標準門檻,2,Tier 2 - 國際產業,Blast furnace gas,0.000247,kg CO2e/tonne,GHG Protocol Cross-Sector v2.0 (2024),Global,2024,0.747565865516663,此為國際平均值，實際情況可能因地區而異,3,滅火器 滅火器 消防活動-消防設施 逸散 (F) 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,0.0000081757,0.0000000081757,已計算,活動數據 0.0331 公噸 -> 0.0331 t; * factor
水肥處理程序-化糞池,水肥,逸散 (F),"493,794.4827",人小時,工時紀錄,工安課,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,廢(污)水處理服務(科技部新竹科學工業園區管理局竹南園區污水處理廠),0.553,m3,Taiwan EPA,TW,2020,0.831236124038696,,3,水肥 水肥 水肥處理程序-化糞池 逸散 (F) 人小時,table4_activity_csv,表4-1_鋼鐵業_合成,,,待人工確認,"無可用數量/金額或單位不相容: source=人小時, factor_unit=m3"
維修保養程序-其他未歸類設施,乙炔,製程 (P),0.0343,公噸,採購紀錄,採購部,定期(間歇)量測,已匹配,標準門檻,1,Tier 1 - 台灣本地,再生料-廢壓縮機/廢馬達二次拆解-廢鋁,0.14,kg,Taiwan EPA,TW,2015,0.820680499076843,,3,乙炔 乙炔 維修保養程序-其他未歸類設施 製程 (P) 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,4.802,0.004802,已計算,活動數據 0.0343 公噸 -> 34.3 kg; * factor (公噸/t/mt 轉 kg)
維修保養程序-點焊設施,銲條、棒,製程 (P),0.0015,公噸,採購紀錄,採購部,定期(間歇)量測,已匹配,標準門檻,2,Tier 2 - 國際產業,"Mechanical recycled pellets (rPET, rPE, rPP, rPVC), downcycl",0.552,kg CO2e/kg,FootprintCalc,Global,2023,0.774117946624756,此為國際平均值，實際情況可能因地區而異,3,銲條、棒 銲條、棒 維修保養程序-點焊設施 製程 (P) 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,0.828,0.000828,已計算,活動數據 0.0015 公噸 -> 1.5 kg; * factor (公噸/t/mt 轉 kg)
冷媒補充-中、大型冷凍、冷藏裝備,冷媒-R-410A，HFC-32/HFC-125(50.0/50.0),逸散 (F),0.0179,公噸,冷媒設備清冊,環保課,自行評估,已匹配,標準門檻,1,Tier 1 - 台灣本地,再生料-廢冷暖氣機-廢R22冷媒,0.48,kg,Taiwan EPA,TW,2015,0.807806670665741,,1,冷媒-R-410A，HFC-32/HFC-125(50.0/50.0) 冷媒-R-410A，HFC-32/HFC-125(50.0/50.0) 冷媒補充-中、大型冷凍、冷藏裝備 逸散 (F) 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,8.592,0.008592,已計算,活動數據 0.0179 公噸 -> 17.9 kg; * factor (公噸/t/mt 轉 kg)
冷媒補充-家用冷凍、冷藏裝備,冷媒-R-404A，HFC-125/HFC-143a/HFC-134a(44.0/52.0/4.0),逸散 (F),0.0073,公噸,冷媒設備清冊,環保課,自行評估,已匹配,標準門檻,1,Tier 1 - 台灣本地,再生料-廢冷暖氣機-廢R22冷媒,0.48,kg,Taiwan EPA,TW,2015,0.814711391925812,,2,冷媒-R-404A，HFC-125/HFC-143a/HFC-134a(44.0/52.0/4.0) 冷媒-R-404A，HFC-125/HFC-143a/HFC-134a(44.0/52.0/4.0) 冷媒補充-家用冷凍、冷藏裝備 逸散 (F) 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,3.504,0.003504,已計算,活動數據 0.0073 公噸 -> 7.3 kg; * factor (公噸/t/mt 轉 kg)
冷媒補充-家用冷凍、冷藏裝備,HFC-23/R-23三氟甲烷，CHF3,逸散 (F),0.0003,公噸,冷媒設備清冊,環保課,自行評估,已匹配,標準門檻,1,Tier 1 - 台灣本地,"四氫呋喃(1,3-丁二烯製程)",2.47,kg,Taiwan EPA,TW,2018,0.809196472167969,,2,HFC-23/R-23三氟甲烷，CHF3 HFC-23/R-23三氟甲烷，CHF3 冷媒補充-家用冷凍、冷藏裝備 逸散 (F) 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,0.741,0.000741,已計算,活動數據 0.0003 公噸 -> 0.3 kg; * factor (公噸/t/mt 轉 kg)
冷媒補充-住宅及商業建築冷氣機,R-507A，HFC-125/HFC-143a(50.0/50.0),逸散 (F),0.0085,公噸,冷媒設備清冊,環保課,自行評估,已匹配,標準門檻,1,Tier 1 - 台灣本地,再生料-廢冷暖氣機-廢R22冷媒,0.48,kg,Taiwan EPA,TW,2015,0.800116539001465,,1,R-507A，HFC-125/HFC-143a(50.0/50.0) R-507A，HFC-125/HFC-143a(50.0/50.0) 冷媒補充-住宅及商業建築冷氣機 逸散 (F) 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,4.08,0.00408,已計算,活動數據 0.0085 公噸 -> 8.5 kg; * factor (公噸/t/mt 轉 kg)
冷媒補充-住宅及商業建築冷氣機,"HFC-134a/R-134a，1,1,1,2-四氟乙烷，C2H2F4",逸散 (F),0.0053,公噸,冷媒設備清冊,環保課,自行評估,已匹配,標準門檻,1,Tier 1 - 台灣本地,再生料-廢冷暖氣機-廢R22冷媒,0.48,kg,Taiwan EPA,TW,2015,0.836208581924438,,3,"HFC-134a/R-134a，1,1,1,2-四氟乙烷，C2H2F4 HFC-134a/R-134a，1,1,1,2-四氟乙烷，C2H2F4 冷媒補充-住宅及商業建築冷氣機 逸散 (F) 公噸",table4_activity_csv,表4-1_鋼鐵業_合成,2.544,0.002544,已計算,活動數據 0.0053 公噸 -> 5.3 kg; * factor (公噸/t/mt 轉 kg)
冷媒補充-中、大型冷凍、冷藏裝備,R-508A，HFC-23/PFC-116(39.0/61.0),逸散 (F),0.0004,公噸,冷媒設備清冊,環保課,自行評估,已匹配,標準門檻,2,Tier 2 - 國際產業,R-134a,0.038316904,kg CO2e/kg ,Idemat,EU,2024,0.79390949010849,此為國際平均值，實際情況可能因地區而異,3,R-508A，HFC-23/PFC-116(39.0/61.0) R-508A，HFC-23/PFC-116(39.0/61.0) 冷媒補充-中、大型冷凍、冷藏裝備 逸散 (F) 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,0.0153267616,0.0000153267616,已計算,活動數據 0.0004 公噸 -> 0.4 kg; * factor (公噸/t/mt 轉 kg)
冷媒補充-獨立商用冷凍、冷藏裝備,冷媒-R-410A，HFC-32/HFC-125(50.0/50.0),逸散 (F),0.0470,公噸,冷媒設備清冊,環保課,自行評估,已匹配,標準門檻,1,Tier 1 - 台灣本地,再生料-廢冷暖氣機-廢R22冷媒,0.48,kg,Taiwan EPA,TW,2015,0.810219883918762,,1,冷媒-R-410A，HFC-32/HFC-125(50.0/50.0) 冷媒-R-410A，HFC-32/HFC-125(50.0/50.0) 冷媒補充-獨立商用冷凍、冷藏裝備 逸散 (F) 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,22.56,0.02256,已計算,活動數據 0.047 公噸 -> 47 kg; * factor (公噸/t/mt 轉 kg)
冷媒補充-家用冷凍、冷藏裝備,R-507A，HFC-125/HFC-143a(50.0/50.0),逸散 (F),0.0014,公噸,冷媒設備清冊,環保課,自行評估,已匹配,標準門檻,2,Tier 2 - 國際產業,R-134a,0.038316904,kg CO2e/kg ,Idemat,EU,2024,0.768313884735107,此為國際平均值，實際情況可能因地區而異,3,R-507A，HFC-125/HFC-143a(50.0/50.0) R-507A，HFC-125/HFC-143a(50.0/50.0) 冷媒補充-家用冷凍、冷藏裝備 逸散 (F) 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,0.0536436656,0.0000536436656,已計算,活動數據 0.0014 公噸 -> 1.4 kg; * factor (公噸/t/mt 轉 kg)
冷媒補充-家用冷凍、冷藏裝備,HFC-23/R-23三氟甲烷，CHF3,逸散 (F),0.0064,公噸,冷媒設備清冊,環保課,自行評估,已匹配,標準門檻,1,Tier 1 - 台灣本地,"四氫呋喃(1,3-丁二烯製程)",2.47,kg,Taiwan EPA,TW,2018,0.809196472167969,,2,HFC-23/R-23三氟甲烷，CHF3 HFC-23/R-23三氟甲烷，CHF3 冷媒補充-家用冷凍、冷藏裝備 逸散 (F) 公噸,table4_activity_csv,表4-1_鋼鐵業_合成,15.808,0.015808,已計算,活動數據 0.0064 公噸 -> 6.4 kg; * factor (公噸/t/mt 轉 kg)
冷媒補充-獨立商用冷凍、冷藏裝備,"HFC-134a/R-134a，1,1,1,2-四氟乙烷，C2H2F4",逸散 (F),0.0014,公噸,冷媒設備清冊,環保課,自行評估,已匹配,標準門檻,2,Tier 2 - 國際產業,R-134a,0.038316904,kg CO2e/kg ,Idemat,EU,2024,0.854820609092712,此為國際平均值，實際情況可能因地區而異,3,"HFC-134a/R-134a，1,1,1,2-四氟乙烷，C2H2F4 HFC-134a/R-134a，1,1,1,2-四氟乙烷，C2H2F4 冷媒補充-獨立商用冷凍、冷藏裝備 逸散 (F) 公噸",table4_activity_csv,表4-1_鋼鐵業_合成,0.0536436656,0.0000536436656,已計算,活動數據 0.0014 公噸 -> 1.4 kg; * factor (公噸/t/mt 轉 kg)
