Training ID,原始採購品名,標準品名,大類,子類,資料型態,主要材料,建議規格欄位,常用單位,Scope 3候選類別,排放係數匹配關鍵字,資料品質,訓練備註,適用產業
PI-0163,三相感應馬達 常用規格,三相感應馬達,電機電控,馬達/感測/控制,零組件,銅/鋼/電子元件,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,electrical equipment,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/電子/工程
PI-0164,三相感應馬達-採購,三相感應馬達,電機電控,馬達/感測/控制,零組件,銅/鋼/電子元件,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,electrical equipment,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/電子/工程
PI-0165,伺服馬達,伺服馬達,電機電控,馬達/感測/控制,零組件,銅/鋼/電子元件,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,electrical equipment,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/電子/工程
PI-0166,伺服馬達 pcs,伺服馬達,電機電控,馬達/感測/控制,零組件,銅/鋼/電子元件,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,electrical equipment,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/電子/工程
PI-0167,伺服馬達 常用規格,伺服馬達,電機電控,馬達/感測/控制,零組件,銅/鋼/電子元件,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,electrical equipment,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/電子/工程
PI-0168,伺服馬達-採購,伺服馬達,電機電控,馬達/感測/控制,零組件,銅/鋼/電子元件,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,electrical equipment,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/電子/工程
PI-0169,步進馬達,步進馬達,電機電控,馬達/感測/控制,零組件,銅/鋼/電子元件,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,electrical equipment,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/電子/工程
PI-0170,步進馬達 pcs,步進馬達,電機電控,馬達/感測/控制,零組件,銅/鋼/電子元件,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,electrical equipment,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/電子/工程
PI-0171,步進馬達 常用規格,步進馬達,電機電控,馬達/感測/控制,零組件,銅/鋼/電子元件,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,electrical equipment,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/電子/工程
PI-0172,步進馬達-採購,步進馬達,電機電控,馬達/感測/控制,零組件,銅/鋼/電子元件,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,electrical equipment,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/電子/工程
PI-0173,變頻器,變頻器,電機電控,馬達/感測/控制,零組件,銅/鋼/電子元件,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,electrical equipment,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/電子/工程
PI-0174,變頻器 pcs,變頻器,電機電控,馬達/感測/控制,零組件,銅/鋼/電子元件,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,electrical equipment,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/電子/工程
PI-0175,變頻器 常用規格,變頻器,電機電控,馬達/感測/控制,零組件,銅/鋼/電子元件,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,electrical equipment,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/電子/工程
PI-0176,變頻器-採購,變頻器,電機電控,馬達/感測/控制,零組件,銅/鋼/電子元件,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,electrical equipment,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/電子/工程
PI-0177,可程式控制器PLC,可程式控制器PLC,電機電控,馬達/感測/控制,零組件,銅/鋼/電子元件,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,electrical equipment,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/電子/工程
PI-0178,可程式控制器PLC pcs,可程式控制器PLC,電機電控,馬達/感測/控制,零組件,銅/鋼/電子元件,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,electrical equipment,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/電子/工程
PI-0179,可程式控制器PLC 常用規格,可程式控制器PLC,電機電控,馬達/感測/控制,零組件,銅/鋼/電子元件,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,electrical equipment,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/電子/工程
PI-0180,可程式控制器PLC-採購,可程式控制器PLC,電機電控,馬達/感測/控制,零組件,銅/鋼/電子元件,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,electrical equipment,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/電子/工程
PI-0181,光電感測器,光電感測器,電機電控,馬達/感測/控制,零組件,銅/鋼/電子元件,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,electrical equipment,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/電子/工程
PI-0182,光電感測器 pcs,光電感測器,電機電控,馬達/感測/控制,零組件,銅/鋼/電子元件,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,electrical equipment,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/電子/工程
PI-0183,光電感測器 常用規格,光電感測器,電機電控,馬達/感測/控制,零組件,銅/鋼/電子元件,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,electrical equipment,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/電子/工程
PI-0184,光電感測器-採購,光電感測器,電機電控,馬達/感測/控制,零組件,銅/鋼/電子元件,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,electrical equipment,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/電子/工程
PI-0185,近接感測器,近接感測器,電機電控,馬達/感測/控制,零組件,銅/鋼/電子元件,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,electrical equipment,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/電子/工程
PI-0186,近接感測器 pcs,近接感測器,電機電控,馬達/感測/控制,零組件,銅/鋼/電子元件,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,electrical equipment,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/電子/工程
PI-0187,近接感測器 常用規格,近接感測器,電機電控,馬達/感測/控制,零組件,銅/鋼/電子元件,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,electrical equipment,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/電子/工程
PI-0188,近接感測器-採購,近接感測器,電機電控,馬達/感測/控制,零組件,銅/鋼/電子元件,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,electrical equipment,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/電子/工程
PI-0189,電磁接觸器,電磁接觸器,電機電控,馬達/感測/控制,零組件,銅/鋼/電子元件,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,electrical equipment,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/電子/工程
PI-0190,電磁接觸器 pcs,電磁接觸器,電機電控,馬達/感測/控制,零組件,銅/鋼/電子元件,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,electrical equipment,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/電子/工程
PI-0191,電磁接觸器 常用規格,電磁接觸器,電機電控,馬達/感測/控制,零組件,銅/鋼/電子元件,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,electrical equipment,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/電子/工程
PI-0192,電磁接觸器-採購,電磁接觸器,電機電控,馬達/感測/控制,零組件,銅/鋼/電子元件,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,electrical equipment,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/電子/工程
PI-0193,無熔絲開關,無熔絲開關,電機電控,馬達/感測/控制,零組件,銅/鋼/電子元件,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,electrical equipment,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/電子/工程
PI-0194,無熔絲開關 pcs,無熔絲開關,電機電控,馬達/感測/控制,零組件,銅/鋼/電子元件,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,electrical equipment,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/電子/工程
PI-0195,無熔絲開關 常用規格,無熔絲開關,電機電控,馬達/感測/控制,零組件,銅/鋼/電子元件,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,electrical equipment,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/電子/工程
PI-0196,無熔絲開關-採購,無熔絲開關,電機電控,馬達/感測/控制,零組件,銅/鋼/電子元件,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,electrical equipment,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/電子/工程
PI-0197,工業電源供應器,工業電源供應器,電機電控,馬達/感測/控制,零組件,銅/鋼/電子元件,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,electrical equipment,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/電子/工程
PI-0198,工業電源供應器 pcs,工業電源供應器,電機電控,馬達/感測/控制,零組件,銅/鋼/電子元件,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,electrical equipment,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/電子/工程
PI-0199,工業電源供應器 常用規格,工業電源供應器,電機電控,馬達/感測/控制,零組件,銅/鋼/電子元件,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,electrical equipment,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/電子/工程
PI-0200,工業電源供應器-採購,工業電源供應器,電機電控,馬達/感測/控制,零組件,銅/鋼/電子元件,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,electrical equipment,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,機械/電子/工程
PI-0201,鎢鋼立銑刀,鎢鋼立銑刀,刀具磨料,切削/研磨耗材,耗材,工具鋼/鎢鋼/磨料,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,tools / abrasives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械
PI-0202,鎢鋼立銑刀 pcs,鎢鋼立銑刀,刀具磨料,切削/研磨耗材,耗材,工具鋼/鎢鋼/磨料,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,tools / abrasives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械
PI-0203,鎢鋼立銑刀 常用規格,鎢鋼立銑刀,刀具磨料,切削/研磨耗材,耗材,工具鋼/鎢鋼/磨料,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,tools / abrasives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械
PI-0204,鎢鋼立銑刀-採購,鎢鋼立銑刀,刀具磨料,切削/研磨耗材,耗材,工具鋼/鎢鋼/磨料,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,tools / abrasives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械
PI-0205,高速鋼鑽頭,高速鋼鑽頭,刀具磨料,切削/研磨耗材,耗材,工具鋼/鎢鋼/磨料,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,tools / abrasives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械
PI-0206,高速鋼鑽頭 pcs,高速鋼鑽頭,刀具磨料,切削/研磨耗材,耗材,工具鋼/鎢鋼/磨料,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,tools / abrasives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械
PI-0207,高速鋼鑽頭 常用規格,高速鋼鑽頭,刀具磨料,切削/研磨耗材,耗材,工具鋼/鎢鋼/磨料,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,tools / abrasives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械
PI-0208,高速鋼鑽頭-採購,高速鋼鑽頭,刀具磨料,切削/研磨耗材,耗材,工具鋼/鎢鋼/磨料,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,tools / abrasives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械
PI-0209,車刀片,車刀片,刀具磨料,切削/研磨耗材,耗材,工具鋼/鎢鋼/磨料,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,tools / abrasives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械
PI-0210,車刀片 pcs,車刀片,刀具磨料,切削/研磨耗材,耗材,工具鋼/鎢鋼/磨料,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,tools / abrasives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械
PI-0211,車刀片 常用規格,車刀片,刀具磨料,切削/研磨耗材,耗材,工具鋼/鎢鋼/磨料,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,tools / abrasives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械
PI-0212,車刀片-採購,車刀片,刀具磨料,切削/研磨耗材,耗材,工具鋼/鎢鋼/磨料,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,tools / abrasives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械
PI-0213,螺絲攻,螺絲攻,刀具磨料,切削/研磨耗材,耗材,工具鋼/鎢鋼/磨料,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,tools / abrasives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械
PI-0214,螺絲攻 pcs,螺絲攻,刀具磨料,切削/研磨耗材,耗材,工具鋼/鎢鋼/磨料,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,tools / abrasives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械
PI-0215,螺絲攻 常用規格,螺絲攻,刀具磨料,切削/研磨耗材,耗材,工具鋼/鎢鋼/磨料,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,tools / abrasives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械
PI-0216,螺絲攻-採購,螺絲攻,刀具磨料,切削/研磨耗材,耗材,工具鋼/鎢鋼/磨料,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,tools / abrasives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械
PI-0217,砂輪片,砂輪片,刀具磨料,切削/研磨耗材,耗材,工具鋼/鎢鋼/磨料,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,tools / abrasives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械
PI-0218,砂輪片 pcs,砂輪片,刀具磨料,切削/研磨耗材,耗材,工具鋼/鎢鋼/磨料,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,tools / abrasives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械
PI-0219,砂輪片 常用規格,砂輪片,刀具磨料,切削/研磨耗材,耗材,工具鋼/鎢鋼/磨料,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,tools / abrasives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械
PI-0220,砂輪片-採購,砂輪片,刀具磨料,切削/研磨耗材,耗材,工具鋼/鎢鋼/磨料,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,tools / abrasives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械
PI-0221,切斷砂輪,切斷砂輪,刀具磨料,切削/研磨耗材,耗材,工具鋼/鎢鋼/磨料,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,tools / abrasives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械
PI-0222,切斷砂輪 pcs,切斷砂輪,刀具磨料,切削/研磨耗材,耗材,工具鋼/鎢鋼/磨料,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,tools / abrasives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械
PI-0223,切斷砂輪 常用規格,切斷砂輪,刀具磨料,切削/研磨耗材,耗材,工具鋼/鎢鋼/磨料,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,tools / abrasives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械
PI-0224,切斷砂輪-採購,切斷砂輪,刀具磨料,切削/研磨耗材,耗材,工具鋼/鎢鋼/磨料,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,tools / abrasives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械
PI-0225,百葉砂輪片,百葉砂輪片,刀具磨料,切削/研磨耗材,耗材,工具鋼/鎢鋼/磨料,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,tools / abrasives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械
PI-0226,百葉砂輪片 pcs,百葉砂輪片,刀具磨料,切削/研磨耗材,耗材,工具鋼/鎢鋼/磨料,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,tools / abrasives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械
PI-0227,百葉砂輪片 常用規格,百葉砂輪片,刀具磨料,切削/研磨耗材,耗材,工具鋼/鎢鋼/磨料,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,tools / abrasives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械
PI-0228,百葉砂輪片-採購,百葉砂輪片,刀具磨料,切削/研磨耗材,耗材,工具鋼/鎢鋼/磨料,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,tools / abrasives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械
PI-0229,研磨帶,研磨帶,刀具磨料,切削/研磨耗材,耗材,工具鋼/鎢鋼/磨料,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,tools / abrasives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械
PI-0230,研磨帶 pcs,研磨帶,刀具磨料,切削/研磨耗材,耗材,工具鋼/鎢鋼/磨料,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,tools / abrasives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械
PI-0231,研磨帶 常用規格,研磨帶,刀具磨料,切削/研磨耗材,耗材,工具鋼/鎢鋼/磨料,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,tools / abrasives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械
PI-0232,研磨帶-採購,研磨帶,刀具磨料,切削/研磨耗材,耗材,工具鋼/鎢鋼/磨料,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,tools / abrasives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械
PI-0233,拋光輪,拋光輪,刀具磨料,切削/研磨耗材,耗材,工具鋼/鎢鋼/磨料,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,tools / abrasives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械
PI-0234,拋光輪 pcs,拋光輪,刀具磨料,切削/研磨耗材,耗材,工具鋼/鎢鋼/磨料,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,tools / abrasives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械
PI-0235,拋光輪 常用規格,拋光輪,刀具磨料,切削/研磨耗材,耗材,工具鋼/鎢鋼/磨料,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,tools / abrasives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械
PI-0236,拋光輪-採購,拋光輪,刀具磨料,切削/研磨耗材,耗材,工具鋼/鎢鋼/磨料,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,tools / abrasives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械
PI-0237,鑽石膏,鑽石膏,刀具磨料,切削/研磨耗材,耗材,工具鋼/鎢鋼/磨料,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,tools / abrasives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械
PI-0238,鑽石膏 pcs,鑽石膏,刀具磨料,切削/研磨耗材,耗材,工具鋼/鎢鋼/磨料,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,tools / abrasives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械
PI-0239,鑽石膏 常用規格,鑽石膏,刀具磨料,切削/研磨耗材,耗材,工具鋼/鎢鋼/磨料,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,tools / abrasives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械
PI-0240,鑽石膏-採購,鑽石膏,刀具磨料,切削/研磨耗材,耗材,工具鋼/鎢鋼/磨料,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,pcs,範疇3 類別1,tools / abrasives,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械
PI-0241,切削油,切削油,化學與潤滑,油品/清洗/表處,耗材,石油化學品,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,L,範疇3 類別1,lubricant / industrial chemicals,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械/塑橡膠
PI-0242,切削油 L,切削油,化學與潤滑,油品/清洗/表處,耗材,石油化學品,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,L,範疇3 類別1,lubricant / industrial chemicals,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械/塑橡膠
PI-0243,切削油 常用規格,切削油,化學與潤滑,油品/清洗/表處,耗材,石油化學品,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,L,範疇3 類別1,lubricant / industrial chemicals,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械/塑橡膠
PI-0244,切削油-採購,切削油,化學與潤滑,油品/清洗/表處,耗材,石油化學品,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,L,範疇3 類別1,lubricant / industrial chemicals,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械/塑橡膠
PI-0245,水溶性切削液,水溶性切削液,化學與潤滑,油品/清洗/表處,耗材,石油化學品,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,L,範疇3 類別1,lubricant / industrial chemicals,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械/塑橡膠
PI-0246,水溶性切削液 L,水溶性切削液,化學與潤滑,油品/清洗/表處,耗材,石油化學品,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,L,範疇3 類別1,lubricant / industrial chemicals,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械/塑橡膠
PI-0247,水溶性切削液 常用規格,水溶性切削液,化學與潤滑,油品/清洗/表處,耗材,石油化學品,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,L,範疇3 類別1,lubricant / industrial chemicals,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械/塑橡膠
PI-0248,水溶性切削液-採購,水溶性切削液,化學與潤滑,油品/清洗/表處,耗材,石油化學品,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,L,範疇3 類別1,lubricant / industrial chemicals,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械/塑橡膠
PI-0249,液壓油,液壓油,化學與潤滑,油品/清洗/表處,耗材,石油化學品,牌號/尺寸/厚度/硬度/表面處理/包裝量（依品項填寫）,L,範疇3 類別1,lubricant / industrial chemicals,中,可用於品名標準化、分類與排放係數候選匹配；不可直接當作活動數據。,金屬加工/機械/塑橡膠
